date, sell_price, buy_price
2024-01-01 00:00,62950,61850
2024-01-02 00:00,62950,61850
2024-01-02 08:35,62900,61800
2024-01-02 10:35,62950,61850
2024-01-02 11:20,63000,61900
2024-01-02 11:35,63050,61950
2024-01-02 12:05,63100,62000
2024-01-02 13:15,63150,62050
2024-01-02 13:45,63150,62100
2024-01-03 00:00,63150,62100
2024-01-03 08:25,62950,61900
2024-01-03 08:55,63000,61950
2024-01-03 09:10,63050,62000
2024-01-03 10:35,63100,62050
2024-01-03 11:30,63150,62100
2024-01-04 00:00,63150,62100
2024-01-04 08:30,62900,61850
2024-01-04 13:55,62950,61900
2024-01-04 14:45,63000,61950
2024-01-05 00:00,63000,61950
2024-01-05 08:35,63050,62000
2024-01-05 09:00,63000,61950
2024-01-05 10:20,63050,62000
2024-01-05 13:30,63000,61950
2024-01-05 14:30,63050,62000
2024-01-05 14:55,63100,62050
2024-01-06 00:00,63100,62050
2024-01-06 08:30,63050,62000
2024-01-06 08:50,63000,61950
2024-01-07 00:00,63000,61950
2024-01-08 00:00,63000,61950
2024-01-08 08:25,63050,62000
2024-01-08 10:50,63000,61950
2024-01-08 13:05,62950,61900
2024-01-09 00:00,62950,61900
2024-01-10 00:00,62950,61900
2024-01-10 09:05,63000,61950
2024-01-10 15:30,63050,62000
2024-01-11 00:00,63050,62000
2024-01-11 08:30,63000,61900
2024-01-11 08:55,63050,61950
2024-01-11 11:50,63100,62000
2024-01-12 00:00,63100,62000
2024-01-12 08:40,63150,62050
2024-01-12 09:20,63200,62100
2024-01-12 10:35,63250,62150
2024-01-12 13:25,63300,62200
2024-01-13 00:00,63300,62200
2024-01-13 08:35,63500,62400
2024-01-14 00:00,63500,62400
2024-01-15 00:00,63500,62400
2024-01-15 08:30,63600,62500
2024-01-15 08:50,63700,62600
2024-01-15 09:25,63750,62650
2024-01-15 09:35,63800,62650
2024-01-15 10:00,63850,62700
2024-01-15 10:15,63900,62750
2024-01-15 10:40,63950,62800
2024-01-15 13:15,64000,62850
2024-01-15 14:00,64050,62900
2024-01-16 00:00,64050,62900
2024-01-16 08:30,64150,63050
2024-01-16 14:50,64150,63000
2024-01-16 16:20,64100,62950
2024-01-17 00:00,64100,62950
2024-01-17 08:35,63800,62650
2024-01-17 08:40,63850,62700
2024-01-17 10:45,63800,62650
2024-01-17 13:15,63750,62600
2024-01-17 13:35,63700,62550
2024-01-17 14:10,63650,62500
2024-01-17 14:55,63700,62550
2024-01-17 15:20,63700,62600
2024-01-18 00:00,63700,62600
2024-01-18 08:30,63300,62200
2024-01-18 08:35,63400,62300
2024-01-19 00:00,63400,62300
2024-01-19 08:30,63550,62450
2024-01-19 13:05,63550,62400
2024-01-19 14:15,63600,62450
2024-01-19 14:45,63650,62500
2024-01-19 15:15,63700,62550
2024-01-19 16:10,63750,62600
2024-01-20 00:00,63750,62600
2024-01-20 08:35,63850,62650
2024-01-21 00:00,63850,62650
2024-01-22 00:00,63850,62650
2024-01-22 08:30,63900,62700
2024-01-22 08:40,64000,62800
2024-01-22 10:15,64050,62850
2024-01-22 13:05,64000,62800
2024-01-23 00:00,64000,62800
2024-01-23 08:30,63950,62750
2024-01-23 12:10,64000,62800
2024-01-23 13:40,64050,62850
2024-01-24 00:00,64050,62850
2024-01-24 14:45,64100,62900
2024-01-25 00:00,64100,62900
2024-01-25 08:30,63900,62700
2024-01-26 00:00,63900,62700
2024-01-26 08:35,63950,62750
2024-01-27 00:00,63950,62750
2024-01-28 00:00,63950,62750
2024-01-29 00:00,63950,62750
2024-01-29 10:45,64000,62800
2024-01-30 00:00,64000,62800
2024-01-30 08:55,64050,62850
2024-01-30 13:25,64100,62900
2024-01-31 00:00,64100,62900
2024-01-31 08:55,64150,62950
2024-01-31 16:10,64200,63000
2024-02-01 00:00,64200,63000
2024-02-01 09:20,64300,63050
2024-02-01 10:00,64350,63100
2024-02-01 11:25,64350,63230
2024-02-01 11:30,64350,63150
2024-02-02 00:00,64350,63150
2024-02-02 08:30,64500,63300
2024-02-03 00:00,64500,63300
2024-02-03 08:30,64400,63200
2024-02-04 00:00,64400,63200
2024-02-05 00:00,64400,63200
2024-02-06 00:00,64400,63200
2024-02-07 00:00,64400,63200
2024-02-07 08:30,64500,63300
2024-02-07 09:15,64550,63350
2024-02-07 09:25,64600,63400
2024-02-08 00:00,64600,63400
2024-02-09 00:00,64600,63400
2024-02-10 00:00,64600,63400
2024-02-11 00:00,64600,63400
2024-02-12 00:00,64600,63400
2024-02-13 00:00,64600,63400
2024-02-14 00:00,64600,63400
2024-02-15 00:00,64600,63400
2024-02-15 11:10,64350,63150
2024-02-15 14:55,64400,63200
2024-02-16 00:00,64400,63200
2024-02-16 08:35,64500,63300
2024-02-16 08:40,64600,63400
2024-02-16 10:00,64600,63500
2024-02-17 00:00,64600,63500
2024-02-17 08:25,64700,63600
2024-02-17 09:05,64800,63700
2024-02-17 10:05,64900,63800
2024-02-17 10:15,64900,63750
2024-02-17 13:30,64900,63700
2024-02-17 14:15,64850,63650
2024-02-18 00:00,64850,63650
2024-02-18 10:10,64800,63600
2024-02-18 13:45,64750,63550
2024-02-18 14:10,64700,63500
2024-02-18 17:20,64700,63400
2024-02-19 00:00,64700,63400
2024-02-19 11:15,64700,63300
2024-02-20 00:00,64700,63300
2024-02-20 08:30,64600,63200
2024-02-20 09:50,64550,63150
2024-02-20 10:45,64500,63100
2024-02-20 11:05,64500,63200
2024-02-21 00:00,64500,63200
2024-02-21 08:30,64500,63300
2024-02-21 09:45,64550,63350
2024-02-21 10:20,64600,63400
2024-02-21 10:45,64650,63450
2024-02-21 11:35,64700,63500
2024-02-21 15:40,64650,63450
2024-02-22 00:00,64650,63450
2024-02-22 08:30,64600,63400
2024-02-22 12:10,64650,63450
2024-02-22 15:10,64700,63500
2024-02-23 00:00,64700,63500
2024-02-23 13:15,64650,63450
2024-02-24 00:00,64650,63450
2024-02-24 08:30,64700,63500
2024-02-24 08:45,64750,63550
2024-02-24 11:05,64800,63600
2024-02-24 15:05,64750,63550
2024-02-25 00:00,64750,63550
2024-02-26 00:00,64750,63550
2024-02-26 11:05,64800,63600
2024-02-26 11:25,64850,63650
2024-02-27 00:00,64850,63650
2024-02-27 08:40,64900,63700
2024-02-27 09:35,64950,63750
2024-02-27 11:35,65000,63800
2024-02-27 15:25,65050,63850
2024-02-27 15:55,65100,63900
2024-02-28 00:00,65100,63900
2024-02-28 16:05,65150,63950
2024-02-29 00:00,65150,63950
2024-02-29 08:30,65250,64050
2024-02-29 08:55,65300,64100
2024-03-01 00:00,65300,64100
2024-03-01 08:30,65450,64250
2024-03-01 09:05,65500,64300
2024-03-01 13:15,65550,64350
2024-03-01 13:35,65600,64400
2024-03-02 00:00,65600,64400
2024-03-02 08:30,66200,65000
2024-03-02 08:55,66400,65200
2024-03-02 09:55,66450,65250
2024-03-02 10:40,66500,65300
2024-03-03 00:00,66500,65300
2024-03-04 00:00,66500,65300
2024-03-04 08:25,66600,65400
2024-03-04 09:45,66650,65450
2024-03-04 10:30,66700,65500
2024-03-04 13:40,66750,65550
2024-03-04 14:40,66800,65600
2024-03-05 00:00,66800,65600
2024-03-05 08:35,67650,66450
2024-03-05 09:00,67700,66500
2024-03-05 15:35,67750,66550
