time,open,high,low,close,"VN30TRI, HOSE: Open","VN30TRI, HOSE: High","VN30TRI, HOSE: Low","VN30TRI, HOSE: Close","VNSMALLTRI, HOSE: Open","VNSMALLTRI, HOSE: High","VNSMALLTRI, HOSE: Low","VNSMALLTRI, HOSE: Close",Volume,Volume MA,RSI,K,D
2016-05-04T09:00:00+07:00,783.47998,783.47998,783.47998,783.47998,616.45001,616.45001,616.45001,616.45001,786.04999,786.04999,786.04999,786.04999,NaN,NaN,72.8189390401273,60.61688260203215,NaN
2016-05-05T09:00:00+07:00,786.15002,786.15002,786.15002,786.15002,618.62,618.62,618.62,618.62,784.48999,784.48999,784.48999,784.48999,NaN,NaN,74.27760999638751,93.95021593536548,NaN
2016-05-06T09:00:00+07:00,782.44,782.44,782.44,782.44,621.54999,621.54999,621.54999,621.54999,779,779,779,779,NaN,NaN,68.75624746448679,75.56531241937017,76.71080365225593
2016-05-09T09:00:00+07:00,782.21002,782.21002,782.21002,782.21002,618.31,618.31,618.31,618.31,771.37,771.37,771.37,771.37,NaN,NaN,68.41674008231206,49.62814120959505,73.0478898547769
2016-05-10T09:00:00+07:00,779,779,779,779,618.64001,618.64001,618.64001,618.64001,768.53998,768.53998,768.53998,768.53998,NaN,NaN,63.68950417483256,16.294807876261714,47.16275383507564
2016-05-11T09:00:00+07:00,786.20001,786.20001,786.20001,786.20001,626.21002,626.21002,626.21002,626.21002,774.79999,774.79999,774.79999,774.79999,NaN,NaN,68.88292699804893,23.746026492574227,29.88965852614366
2016-05-12T09:00:00+07:00,786.92999,786.92999,786.92999,786.92999,626.28998,626.28998,626.28998,626.28998,775.08002,775.08002,775.08002,775.08002,NaN,NaN,69.36139514813075,34.20603577772863,24.74895671552152
2016-05-13T09:00:00+07:00,786.09003,786.09003,786.09003,786.09003,624.16998,624.16998,624.16998,624.16998,770.90002,770.90002,770.90002,770.90002,NaN,NaN,68.06449292392757,47.97931692555063,35.31045973195116
2016-05-16T09:00:00+07:00,786.62,786.62,786.62,786.62,629.48999,629.48999,629.48999,629.48999,766.97998,766.97998,766.97998,766.97998,NaN,NaN,68.4651360914906,46.66403317351321,42.949795292264156
2016-05-17T09:00:00+07:00,791.69,791.69,791.69,791.69,637.42999,637.42999,637.42999,637.42999,772.78998,772.78998,772.78998,772.78998,NaN,NaN,72.07446737832447,55.20529093298429,49.949547010682714
2016-05-18T09:00:00+07:00,791.67999,791.67999,791.67999,791.67999,638.44,638.44,638.44,638.44,771.23999,771.23999,771.23999,771.23999,NaN,NaN,72.05693170881521,67.77423339280227,56.5478524997666
2016-05-19T09:00:00+07:00,792.37,792.37,792.37,792.37,635.59003,635.59003,635.59003,635.59003,775.58002,775.58002,775.58002,775.58002,NaN,NaN,72.55266387735203,80.64253377548312,67.8740193670899
2016-05-20T09:00:00+07:00,792.65997,792.65997,792.65997,792.65997,630.75,630.75,630.75,630.75,781.19,781.19,781.19,781.19,NaN,NaN,72.77128020730714,82.83623061709734,77.08433259512758
2016-05-23T09:00:00+07:00,795.60999,795.60999,795.60999,795.60999,629.46002,629.46002,629.46002,629.46002,781.09003,781.09003,781.09003,781.09003,NaN,NaN,74.95667990284444,89.8273403427907,84.43536824512371
2016-05-24T09:00:00+07:00,799.87,799.87,799.87,799.87,629.63,629.63,629.63,629.63,783.84998,783.84998,783.84998,783.84998,NaN,NaN,77.73565081984574,95.2577926764646,89.30712121211754
2016-05-25T09:00:00+07:00,800.84003,800.84003,800.84003,800.84003,627.70001,627.70001,627.70001,627.70001,785.08002,785.08002,785.08002,785.08002,NaN,NaN,78.32544636802466,100,95.0283776730851
2016-05-26T09:00:00+07:00,794.26001,794.26001,794.26001,794.26001,621.97998,621.97998,621.97998,621.97998,782.09003,782.09003,782.09003,782.09003,NaN,NaN,65.62577061047828,71.0765101649244,88.77810094712966
2016-05-27T09:00:00+07:00,797.44,797.44,797.44,797.44,627.39001,627.39001,627.39001,627.39001,785.38,785.38,785.38,785.38,NaN,NaN,68.30075866288385,48.24530104786055,73.10727040426166
2016-05-30T09:00:00+07:00,802.83002,802.83002,802.83002,802.83002,633.27002,633.27002,633.27002,633.27002,788.58002,788.58002,788.58002,788.58002,NaN,NaN,72.24353654757576,32.28187558577104,50.53456226618533
2016-05-31T09:00:00+07:00,809.57001,809.57001,809.57001,809.57001,634.08002,634.08002,634.08002,634.08002,789.65997,789.65997,789.65997,789.65997,NaN,NaN,76.22566590640844,55.693989903067525,45.407055512233036
2016-06-01T09:00:00+07:00,810.71997,810.71997,810.71997,810.71997,636.35999,636.35999,636.35999,636.35999,796.31,796.31,796.31,796.31,NaN,NaN,76.83628120757791,74.61652925334131,54.19746491405996
2016-06-02T09:00:00+07:00,815.17999,815.17999,815.17999,815.17999,638.21002,638.21002,638.21002,638.21002,809.39001,809.39001,809.39001,809.39001,NaN,NaN,79.08042618255098,90.57995471543082,73.63015795727988
2016-06-03T09:00:00+07:00,819.98999,819.98999,819.98999,819.98999,639.02002,639.02002,639.02002,639.02002,809.40002,809.40002,809.40002,809.40002,NaN,NaN,81.19625239109429,96.09133023320993,87.09593806732734
2016-06-06T09:00:00+07:00,820.82001,820.82001,820.82001,820.82001,636.78998,636.78998,636.78998,636.78998,804.78003,804.78003,804.78003,804.78003,NaN,NaN,81.54315909501844,100,95.55709498288024
2016-06-07T09:00:00+07:00,830.95001,830.95001,830.95001,830.95001,642.07001,642.07001,642.07001,642.07001,810.87,810.87,810.87,810.87,NaN,NaN,85.1451467275046,100,98.69711007773664
2016-06-08T09:00:00+07:00,835.01001,835.01001,835.01001,835.01001,648.33002,648.33002,648.33002,648.33002,816.78003,816.78003,816.78003,816.78003,NaN,NaN,86.29921517109138,100,100
2016-06-09T09:00:00+07:00,837.79999,837.79999,837.79999,837.79999,648.91998,648.91998,648.91998,648.91998,824.96997,824.96997,824.96997,824.96997,NaN,NaN,87.04410226672145,100,100
2016-06-10T09:00:00+07:00,841.34003,841.34003,841.34003,841.34003,647.48999,647.48999,647.48999,647.48999,828.71002,828.71002,828.71002,828.71002,NaN,NaN,87.94004923125055,100,100
2016-06-13T09:00:00+07:00,833.90002,833.90002,833.90002,833.90002,639.75,639.75,639.75,639.75,827.42999,827.42999,827.42999,827.42999,NaN,NaN,76.0386216024367,82.22150663994599,94.07383554664865
2016-06-14T09:00:00+07:00,839.01001,839.01001,839.01001,839.01001,643.46002,643.46002,643.46002,643.46002,833.73999,833.73999,833.73999,833.73999,NaN,NaN,78.21895214803739,67.70001683750198,83.30717449248264
2016-06-15T09:00:00+07:00,846.83002,846.83002,846.83002,846.83002,642.26001,642.26001,642.26001,642.26001,839.25,839.25,839.25,839.25,NaN,NaN,81.05933968590122,56.02154077205762,68.64768808316852
2016-06-16T09:00:00+07:00,849.76001,849.76001,849.76001,849.76001,640.56,640.56,640.56,640.56,843.31,843.31,843.31,843.31,NaN,NaN,82.00615716192358,61.198738143823874,61.64009858446116
2016-06-17T09:00:00+07:00,845.16998,845.16998,845.16998,845.16998,633.57001,633.57001,633.57001,633.57001,839.75,839.75,839.75,839.75,NaN,NaN,75.6280999747408,42.386894612934555,53.202391176272016
2016-06-20T09:00:00+07:00,860.54999,860.54999,860.54999,860.54999,642.25,642.25,642.25,642.25,847.40997,847.40997,847.40997,847.40997,NaN,NaN,80.96914294568865,35.192360563493565,46.259331106750665
2016-06-21T09:00:00+07:00,862.47998,862.47998,862.47998,862.47998,645.10999,645.10999,645.10999,645.10999,852.09998,852.09998,852.09998,852.09998,NaN,NaN,81.51654076433346,30.402669597865337,35.99397492476449
2016-06-22T09:00:00+07:00,867.87,867.87,867.87,867.87,642.23999,642.23999,642.23999,642.23999,857.60999,857.60999,857.60999,857.60999,NaN,NaN,82.98822409156598,50.329446865170986,38.64149234217663
2016-06-23T09:00:00+07:00,881.81,881.81,881.81,881.81,644.63,644.63,644.63,644.63,864.40997,864.40997,864.40997,864.40997,NaN,NaN,86.07603745596666,64.15583726547747,48.29598457617127
2016-06-24T09:00:00+07:00,876.66998,876.66998,876.66998,876.66998,630.41998,630.41998,630.41998,630.41998,851.10999,851.10999,851.10999,851.10999,NaN,NaN,80.28915084864846,60.832805604356246,58.43936324500157
2016-06-27T09:00:00+07:00,871.46997,871.46997,871.46997,871.46997,632.20001,632.20001,632.20001,632.20001,846.54999,846.54999,846.54999,846.54999,NaN,NaN,74.80961021341221,40.90602833705059,55.29822373562811
2016-06-28T09:00:00+07:00,873.70001,873.70001,873.70001,873.70001,632.25,632.25,632.25,632.25,850.96997,850.96997,850.96997,850.96997,NaN,NaN,75.57933922489161,14.573372284926057,38.77073540877764
2016-06-29T09:00:00+07:00,890.40002,890.40002,890.40002,890.40002,639.53998,639.53998,639.53998,639.53998,867.79999,867.79999,867.79999,867.79999,NaN,NaN,80.40749876518656,16.165028335059286,23.881476319011984
2016-06-30T09:00:00+07:00,891.44,891.44,891.44,891.44,639.95001,639.95001,639.95001,639.95001,869.92999,869.92999,869.92999,869.92999,NaN,NaN,80.66388013909483,33.48572163515133,21.40804075171223
2016-07-01T09:00:00+07:00,894.67999,894.67999,894.67999,894.67999,644.63,644.63,644.63,644.63,882.60999,882.60999,882.60999,882.60999,NaN,NaN,81.47710172002407,51.258389507052776,33.63637982575447
2016-07-04T09:00:00+07:00,903.23999,903.23999,903.23999,903.23999,652.07001,652.07001,652.07001,652.07001,893.32001,893.32001,893.32001,893.32001,NaN,NaN,83.45669764532974,62.63106131893377,49.12505748704596
2016-07-05T09:00:00+07:00,905.21997,905.21997,905.21997,905.21997,654.84998,654.84998,654.84998,654.84998,892.96997,892.96997,892.96997,892.96997,NaN,NaN,83.88569143680681,72.16324997214724,62.01756693271127
2016-07-06T09:00:00+07:00,912.06,912.06,912.06,912.06,654.76001,654.76001,654.76001,654.76001,901.84998,901.84998,901.84998,901.84998,NaN,NaN,85.30352087213166,83.48425727324566,72.75952285477557
2016-07-07T09:00:00+07:00,933.87,933.87,933.87,933.87,663.34003,663.34003,663.34003,663.34003,915.52002,915.52002,915.52002,915.52002,NaN,NaN,88.71351339020956,91.23394802626866,82.2938184238872
2016-07-08T09:00:00+07:00,933.56,933.56,933.56,933.56,662.34998,662.34998,662.34998,662.34998,915.37,915.37,915.37,915.37,NaN,NaN,88.39954864587041,96.9616977120387,90.55996767051768
2016-07-11T09:00:00+07:00,920.92999,920.92999,920.92999,920.92999,654.59003,654.59003,654.59003,654.59003,893.03998,893.03998,893.03998,893.03998,NaN,NaN,76.51780232303975,70.00919896991002,86.06828156940581
2016-07-12T09:00:00+07:00,923.97998,923.97998,923.97998,923.97998,660.31,660.31,660.31,660.31,897.84998,897.84998,897.84998,897.84998,NaN,NaN,77.31090039545806,42.672479561554645,69.88112541450114
2016-07-13T09:00:00+07:00,930.71997,930.71997,930.71997,930.71997,676.07001,676.07001,676.07001,676.07001,905.48999,905.48999,905.48999,905.48999,NaN,NaN,78.99891214961295,20.13531529259089,44.2723312746852
2016-07-14T09:00:00+07:00,923.40002,923.40002,923.40002,923.40002,670.15002,670.15002,670.15002,670.15002,887.04999,887.04999,887.04999,887.04999,NaN,NaN,72.67512105887904,16.04008129508976,26.28262538307845
2016-07-15T09:00:00+07:00,915.81,915.81,915.81,915.81,672.71002,672.71002,672.71002,672.71002,879.90002,879.90002,879.90002,879.90002,NaN,NaN,66.71192151148472,10.043467370111795,15.406287985930831
2016-07-18T09:00:00+07:00,927.10999,927.10999,927.10999,927.10999,682.03998,682.03998,682.03998,682.03998,886.33002,886.33002,886.33002,886.33002,NaN,NaN,70.58205332683534,5.863411818385997,10.648986827862535
2016-07-19T09:00:00+07:00,917.46002,917.46002,917.46002,917.46002,673.67999,673.67999,673.67999,673.67999,883.15002,883.15002,883.15002,883.15002,NaN,NaN,63.764215896166334,5.863411818385997,7.2567636689612804
2016-07-20T09:00:00+07:00,905.63,905.63,905.63,905.63,664.39001,664.39001,664.39001,664.39001,877.07001,877.07001,877.07001,877.07001,NaN,NaN,56.552356391595275,5.863411818385997,5.863411818386015
2016-07-21T09:00:00+07:00,900.21002,900.21002,900.21002,900.21002,662.34003,662.34003,662.34003,662.34003,866.66998,866.66998,866.66998,866.66998,NaN,NaN,53.563297785359005,0,3.9089412122573486
2016-07-22T09:00:00+07:00,894.48999,894.48999,894.48999,894.48999,653.26001,653.26001,653.26001,653.26001,856.77002,856.77002,856.77002,856.77002,NaN,NaN,50.52800109458718,0,1.954470606128683
2016-07-25T09:00:00+07:00,893.13,893.13,893.13,893.13,652.09998,652.09998,652.09998,652.09998,857.22998,857.22998,857.22998,857.22998,NaN,NaN,49.80534464648175,0,0
2016-07-26T09:00:00+07:00,895,895,895,895,653.60999,653.60999,653.60999,653.60999,856.47998,856.47998,856.47998,856.47998,NaN,NaN,50.846333919093176,0.8918343767071958,0.29727812556906524
2016-07-27T09:00:00+07:00,901.34998,901.34998,901.34998,901.34998,658.71002,658.71002,658.71002,658.71002,864.33002,864.33002,864.33002,864.33002,NaN,NaN,54.31140401215837,4.783661731360412,1.8918320360225358
2016-07-28T09:00:00+07:00,900,900,900,900,663.54999,663.54999,663.54999,663.54999,866.06,866.06,866.06,866.06,NaN,NaN,53.44875649760032,8.943724104378934,4.873073404148847
2016-07-29T09:00:00+07:00,897.88,897.88,897.88,897.88,658.23999,658.23999,658.23999,658.23999,865.13,865.13,865.13,865.13,NaN,NaN,52.05058272501165,10.61551163774843,8.114299157829258
2016-08-01T09:00:00+07:00,887.40002,887.40002,887.40002,887.40002,654.37,654.37,654.37,654.37,855.31,855.31,855.31,855.31,NaN,NaN,45.68798036324681,6.723684283095214,8.76097334174086
2016-08-02T09:00:00+07:00,868.65997,868.65997,868.65997,868.65997,641.75,641.75,641.75,641.75,835.52002,835.52002,835.52002,835.52002,NaN,NaN,36.98237527414696,2.5636219100766926,6.634272610306778
2016-08-03T09:00:00+07:00,862.20001,862.20001,862.20001,862.20001,638.28998,638.28998,638.28998,638.28998,831.21997,831.21997,831.21997,831.21997,NaN,NaN,34.539208308853105,0,3.0957687310573014
2016-08-04T09:00:00+07:00,853.69,853.69,853.69,853.69,635.83002,635.83002,635.83002,635.83002,825.47998,825.47998,825.47998,825.47998,NaN,NaN,31.579502435966475,0,0.85454063669223
2016-08-05T09:00:00+07:00,847.97998,847.97998,847.97998,847.97998,633.40997,633.40997,633.40997,633.40997,819.78998,819.78998,819.78998,819.78998,NaN,NaN,29.738128259892505,0,0
2016-08-08T09:00:00+07:00,850.13,850.13,850.13,850.13,632.98999,632.98999,632.98999,632.98999,816.92999,816.92999,816.92999,816.92999,NaN,NaN,31.361047708611295,2.017485444353817,0.672495148117939
2016-08-09T09:00:00+07:00,857.65002,857.65002,857.65002,857.65002,639.96997,639.96997,639.96997,639.96997,826,826,826,826,NaN,NaN,36.85491286612981,11.671312468997414,4.562932637783743
2016-08-10T09:00:00+07:00,871.37,871.37,871.37,871.37,651.73999,651.73999,651.73999,651.73999,832.97998,832.97998,832.97998,832.97998,NaN,NaN,45.43583617001859,32.96505187975902,15.551283264370083
2016-08-11T09:00:00+07:00,881.94,881.94,881.94,881.94,664.34998,664.34998,664.34998,664.34998,838.90997,838.90997,838.90997,838.90997,NaN,NaN,50.96439784233688,59.740728834584765,34.79236439444707
2016-08-12T09:00:00+07:00,875.47998,875.47998,875.47998,875.47998,660.60999,660.60999,660.60999,660.60999,832.39001,832.39001,832.39001,832.39001,NaN,NaN,47.77816383700639,74.55797865372261,55.75458645602214
2016-08-15T09:00:00+07:00,882.39001,882.39001,882.39001,882.39001,665.29999,665.29999,665.29999,665.29999,835.48999,835.48999,835.48999,835.48999,NaN,NaN,51.2864220748535,82.49422338264041,72.26431029031595
2016-08-16T09:00:00+07:00,890.14001,890.14001,890.14001,890.14001,666.09998,666.09998,666.09998,666.09998,842.69,842.69,842.69,842.69,NaN,NaN,54.94248066184895,87.03439431679418,81.36219878438574
2016-08-17T09:00:00+07:00,897.89001,897.89001,897.89001,897.89001,670.60999,670.60999,670.60999,670.60999,846.06,846.06,846.06,846.06,NaN,NaN,58.311934734376486,95.89665080634605,88.47508950192689
2016-08-18T09:00:00+07:00,896.33002,896.33002,896.33002,896.33002,672.71997,672.71997,672.71997,672.71997,844.88,844.88,844.88,844.88,NaN,NaN,57.3817465439885,98.91487075617238,93.94863862643753
2016-08-19T09:00:00+07:00,891.56,891.56,891.56,891.56,676.15997,676.15997,676.15997,676.15997,842.34998,842.34998,842.34998,842.34998,NaN,NaN,54.51798887057707,94.48896893453099,96.4334968323498
2016-08-22T09:00:00+07:00,888.27002,888.27002,888.27002,888.27002,669.96002,669.96002,669.96002,669.96002,832.31,832.31,832.31,832.31,NaN,NaN,52.56925702055313,87.78973582284472,93.73119183784935
2016-08-23T09:00:00+07:00,891.02002,891.02002,891.02002,891.02002,673.53998,673.53998,673.53998,673.53998,833.40997,833.40997,833.40997,833.40997,NaN,NaN,54.04782879806886,83.90048880810441,88.72639785516003
2016-08-24T09:00:00+07:00,887.42999,887.42999,887.42999,887.42999,673.57001,673.57001,673.57001,673.57001,837.53998,837.53998,837.53998,837.53998,NaN,NaN,51.77857712799286,80.70477441022224,84.1316663470571
2016-08-25T09:00:00+07:00,888.53003,888.53003,888.53003,888.53003,673.35999,673.35999,673.35999,673.35999,841.42999,841.42999,841.42999,841.42999,NaN,NaN,52.43754427664816,80.13845759509486,81.58124027114049
2016-08-26T09:00:00+07:00,891.59998,891.59998,891.59998,891.59998,681.29999,681.29999,681.29999,681.29999,844.31,844.31,844.31,844.31,NaN,NaN,54.31390066942905,78.90191590879498,79.91504930470403
2016-08-29T09:00:00+07:00,884.52002,884.52002,884.52002,884.52002,680.79999,680.79999,680.79999,680.79999,829.08002,829.08002,829.08002,829.08002,NaN,NaN,49.467135187889376,63.626328439176625,74.22223398102216
2016-08-30T09:00:00+07:00,890.91998,890.91998,890.91998,890.91998,685.96002,685.96002,685.96002,685.96002,830.21997,830.21997,830.21997,830.21997,NaN,NaN,53.506083392137995,55.68411978627045,66.07078804474736
2016-08-31T09:00:00+07:00,897.44,897.44,897.44,897.44,690.15997,690.15997,690.15997,690.15997,832.88,832.88,832.88,832.88,NaN,NaN,57.25444654484271,58.548695128738096,59.28638111806173
2016-09-01T09:00:00+07:00,898.95001,898.95001,898.95001,898.95001,683.77002,683.77002,683.77002,683.77002,837.71002,837.71002,837.71002,837.71002,NaN,NaN,58.09701665921032,80.63593859196197,64.95625116899018
2016-09-05T09:00:00+07:00,894.37,894.37,894.37,894.37,679.60999,679.60999,679.60999,679.60999,839.46002,839.46002,839.46002,839.46002,NaN,NaN,54.58269607709967,81.78934188762881,73.65799186944297
2016-09-06T09:00:00+07:00,900.19,900.19,900.19,900.19,680.59003,680.59003,680.59003,680.59003,839.26001,839.26001,839.26001,839.26001,NaN,NaN,58.054935420390585,84.16713299776451,82.19747115911844
2016-09-07T09:00:00+07:00,904.23999,904.23999,904.23999,904.23999,679.31,679.31,679.31,679.31,838.45001,838.45001,838.45001,838.45001,NaN,NaN,60.327882552740064,84.97709322368253,83.64452270302529
2016-09-08T09:00:00+07:00,910.46002,910.46002,910.46002,910.46002,683.94,683.94,683.94,683.94,843.59003,843.59003,843.59003,843.59003,NaN,NaN,63.5910532644292,99.03144850773553,89.39189157639419
2016-09-09T09:00:00+07:00,911.57001,911.57001,911.57001,911.57001,684.09998,684.09998,684.09998,684.09998,847.35999,847.35999,847.35999,847.35999,NaN,NaN,64.15763470630395,99.99999999999999,94.66951391047269
2016-09-12T09:00:00+07:00,896.79999,896.79999,896.79999,896.79999,676.79999,676.79999,676.79999,676.79999,832.42999,832.42999,832.42999,832.42999,NaN,NaN,52.45931368792439,73.45603984008919,90.82916278260825
2016-09-13T09:00:00+07:00,894.04999,894.04999,894.04999,894.04999,676.97998,676.97998,676.97998,676.97998,832.21997,832.21997,832.21997,832.21997,NaN,NaN,50.609025160118826,42.71370070859377,72.05658018289432
2016-09-14T09:00:00+07:00,891.5,891.5,891.5,891.5,671.91998,671.91998,671.91998,671.91998,828.09998,828.09998,828.09998,828.09998,NaN,NaN,48.88714855524447,9.38036737526044,41.8500359746478
2016-09-15T09:00:00+07:00,894.22998,894.22998,894.22998,894.22998,670.44,670.44,670.44,670.44,824.01001,824.01001,824.01001,824.01001,NaN,NaN,50.81644789515597,6.802384550572019,19.63215087814208
2016-09-16T09:00:00+07:00,891.26001,891.26001,891.26001,891.26001,664.57001,664.57001,664.57001,664.57001,822.25,822.25,822.25,822.25,NaN,NaN,48.66437044984767,4.211390348734095,6.7980474248555245
2016-09-19T09:00:00+07:00,896.87,896.87,896.87,896.87,674.40002,674.40002,674.40002,674.40002,825.98999,825.98999,825.98999,825.98999,NaN,NaN,52.736090768620464,12.971584997140843,7.995119965482325
2016-09-20T09:00:00+07:00,902.26001,902.26001,902.26001,902.26001,679.41998,679.41998,679.41998,679.41998,830.60999,830.60999,830.60999,830.60999,NaN,NaN,56.32073863532435,25.232660916634998,14.138545420836651
2016-09-21T09:00:00+07:00,901.95001,901.95001,901.95001,901.95001,683.34998,683.34998,683.34998,683.34998,835.04999,835.04999,835.04999,835.04999,NaN,NaN,56.057404806024074,41.13857166985284,26.447605861209567
2016-09-22T09:00:00+07:00,909.84003,909.84003,909.84003,909.84003,688.40997,688.40997,688.40997,688.40997,840.03998,840.03998,840.03998,840.03998,NaN,NaN,61.049190113982,59.02397702570468,41.79840320406418
2016-09-23T09:00:00+07:00,908,908,908,908,690.48999,690.48999,690.48999,690.48999,844.92999,844.92999,844.92999,844.92999,NaN,NaN,59.35577034582217,65.55376455199065,55.238771082516074
2016-09-26T09:00:00+07:00,912.46997,912.46997,912.46997,912.46997,692.34998,692.34998,692.34998,692.34998,846.58002,846.58002,846.58002,846.58002,NaN,NaN,62.10570832938149,78.56652378129466,67.71475511966334
2016-09-27T09:00:00+07:00,919.03998,919.03998,919.03998,919.03998,697.65997,697.65997,697.65997,697.65997,850.91998,850.91998,850.91998,850.91998,NaN,NaN,65.77142525271398,85.2542571103694,76.45818181455158
2016-09-28T09:00:00+07:00,923.46997,923.46997,923.46997,923.46997,695.53998,695.53998,695.53998,695.53998,848.21002,848.21002,848.21002,848.21002,NaN,NaN,68.01795783230511,95.58533664918848,86.46870584695085
2016-09-29T09:00:00+07:00,924.94,924.94,924.94,924.94,696.71002,696.71002,696.71002,696.71002,846.85999,846.85999,846.85999,846.85999,NaN,NaN,68.75089974642103,99.99999999999996,93.61319791985261
2016-09-30T09:00:00+07:00,922.38,922.38,922.38,922.38,694.91998,694.91998,694.91998,694.91998,844.52002,844.52002,844.52002,844.52002,NaN,NaN,65.91778338437689,95.29848035597423,96.96127233505422
2016-10-03T09:00:00+07:00,924.96997,924.96997,924.96997,924.96997,688.65997,688.65997,688.65997,688.65997,846.59003,846.59003,846.59003,846.59003,NaN,NaN,67.3822500054066,93.02722396517521,96.10856810704979
2016-10-04T09:00:00+07:00,915.92999,915.92999,915.92999,915.92999,688.10999,688.10999,688.10999,688.10999,837.70001,837.70001,837.70001,837.70001,NaN,NaN,58.01245092029239,75.20690822424969,87.8442041817997
2016-10-05T09:00:00+07:00,919.07001,919.07001,919.07001,919.07001,690.25,690.25,690.25,690.25,839.35999,839.35999,839.35999,839.35999,NaN,NaN,60.08847651538225,65.53324952007343,77.92246056983277
2016-10-06T09:00:00+07:00,921.57001,921.57001,921.57001,921.57001,689.39001,689.39001,689.39001,689.39001,845.81,845.81,845.81,845.81,NaN,NaN,61.71167211702947,53.15300920523123,64.63105564985143
2016-10-07T09:00:00+07:00,918.97998,918.97998,918.97998,918.97998,683.59003,683.59003,683.59003,683.59003,843.70001,843.70001,843.70001,843.70001,NaN,NaN,59.03301582531965,45.453996695131934,54.71341847347886
2016-10-10T09:00:00+07:00,910.07001,910.07001,910.07001,910.07001,672.89001,672.89001,672.89001,672.89001,837.35999,837.35999,837.35999,837.35999,NaN,NaN,50.85513756317038,26.495841710000576,41.70094920345458
2016-10-11T09:00:00+07:00,911.23999,911.23999,911.23999,911.23999,681.79999,681.79999,681.79999,681.79999,840.28003,840.28003,840.28003,840.28003,NaN,NaN,51.79938353925193,9.572793869680906,27.174210758271133
