"date" "TCEF" "BVFED" "VCBFBCF" "VFMVF4" "ETF_VFMVN30" "ETF_SSIVN50" "SSIBF" "TCBF" "VEOF" "SSISCA" "VCBFTBF" "VFMVF1"
"2019-05-19" 12778 NA NA 16845 NA 12906 NA 13055 NA NA NA 38258
"2019-05-20" 12754 NA NA 17080 14900 13039 11294 13063 NA 17830 NA 38728
"2019-05-21" 12848 NA NA 17091 15000 13024 11309 13066 14482 18033 NA 38738
"2019-05-22" 12854 NA 18635 17067 14800 12977 11308 13068 NA 18052 19884 38713
"2019-05-23" 12825 14718 NA 17117 14800 12954 11314 13085 14440 18038 NA 38824
"2019-05-24" 12836 NA NA NA 14800 NA 11322 13087 NA 18127 NA NA
"2019-05-25" 12836 NA NA NA NA NA NA 13087 NA NA NA NA
"2019-05-26" 12836 NA NA 16925 NA 12789 NA 13087 NA NA NA 38475
"2019-05-27" 12770 NA NA 16938 14800 12844 11322 13087 NA 17978 NA 38469
"2019-05-28" 12757 NA NA 16917 14800 12788 11333 13087 14356 17935 NA 38469
"2019-05-29" 12768 NA 18617 16866 14700 12781 11348 13097 NA 17924 19892 38360
"2019-05-30" 12718 14527 NA 16831 14800 12768 11336 13095 14292 17827 NA 38290
"2019-05-31" 12720 NA NA NA 14600 12655 11339 13094 NA 17830 NA NA
"2019-06-01" 12720 NA NA NA NA NA NA 13094 NA NA NA NA
"2019-06-02" 12720 NA NA 16640 NA 12654 NA 13094 NA NA NA 37916
"2019-06-03" 12627 NA NA 16398 14100 12479 11311 13099 NA 17645 NA 37423
"2019-06-04" 12500 NA NA 16476 14400 12490 11279 13134 13963 17344 NA 37584
"2019-06-05" 12513 NA 17896 16492 14400 12506 11302 13134 NA 17343 19354 37629
"2019-06-06" 12528 14255 NA 16440 14200 12466 11310 13107 14019 17376 NA 37539
"2019-06-07" 12530 NA NA NA 14400 NA 11325 13110 NA 17310 NA NA
"2019-06-08" 12530 NA NA NA NA NA NA 13110 NA NA NA NA
"2019-06-09" 12530 NA NA 16645 NA 12595 NA 13110 NA NA NA 37962
"2019-06-10" 12608 NA NA 16709 14300 12634 11384 13119 NA 17592 NA 38041
"2019-06-11" 12631 NA NA 16726 14500 12613 11399 13120 14180 17610 NA 38105
"2019-06-12" 12651 NA 18181 16615 14300 12526 11400 13123 NA 17632 19587 37907
"2019-06-13" 12612 14338 NA 16542 14300 12451 11375 13129 14070 17559 NA 37702
"2019-06-14" 12577 NA NA NA 14500 NA 11369 13129 NA 17505 NA NA
"2019-06-15" 12577 NA NA NA NA NA NA 13129 NA NA NA NA
"2019-06-16" 12577 NA NA 16596 NA 12474 NA 13129 NA NA NA 37790
"2019-06-17" 12590 NA NA 16468 14200 12354 11352 13132 NA 17467 NA 37518
"2019-06-18" 12552 NA NA 16444 14100 12295 11356 13141 13960 17316 NA 37513
"2019-06-19" 12566 NA 17746 16557 14200 12377 11373 13142 NA 17349 19265 37728
"2019-06-20" 12589 14156 NA 16758 14400 12521 11380 13142 14021 17495 NA 38147
"2019-06-21" 12685 NA NA NA 14400 NA 11397 13148 NA 17686 NA NA
"2019-06-22" 12685 NA NA NA NA NA NA 13148 NA NA NA NA
"2019-06-23" 12685 NA NA 16781 NA 12529 NA 13148 NA NA NA 38197
"2019-06-24" 12682 NA NA 16772 14500 12570 11401 13150 NA 17670 NA 38196
"2019-06-25" 12701 NA NA 16731 14400 12554 11382 13153 14208 17603 NA 38125
"2019-06-26" 12692 NA 17934 16723 14300 12530 11372 13156 NA 17609 19412 38087
"2019-06-27" 12663 14285 NA 16452 14200 12352 11375 13189 14147 17660 NA 37633
"2019-06-28" 12590 NA NA NA 14200 NA 11348 13190 NA 17468 NA NA
"2019-06-29" 12590 NA NA NA NA NA NA 13190 NA NA NA NA
"2019-06-30" 12590 NA NA 16635 NA 12476 NA 13190 NA NA NA 38002
"2019-07-01" 12654 NA NA 16847 14600 12653 11348 13193 NA 17795 NA 38422
"2019-07-02" 12741 NA NA 16815 14600 12606 11391 13196 14297 17744 NA 38355
"2019-07-03" 12731 NA 18121 16767 14400 12575 11404 13205 NA 17738 19548 38247
"2019-07-04" 12724 14278 NA 16940 14600 12728 11392 13211 14244 17703 NA 38597
"2019-07-05" 12792 NA NA NA 14600 NA 11433 13221 NA 17854 NA NA
"2019-07-06" 12792 NA NA NA NA NA NA 13221 NA NA NA NA
"2019-07-07" 12792 NA NA 16960 NA 12755 NA 13221 NA NA NA 38635
"2019-07-08" 12792 NA NA 16789 14500 12619 11434 13228 NA 17817 NA 38275
"2019-07-09" 12756 NA NA 16883 14400 12662 11432 13232 14294 17655 NA 38464
"2019-07-10" 12813 NA 18260 16939 14600 12704 11427 13232 NA 17744 19660 38581
"2019-07-11" 12851 14383 NA 17010 14600 12752 11452 13234 14412 17778 NA 38741
"2019-07-12" 12865 NA NA NA 14600 NA 11462 13235 NA 17870 NA NA
"2019-07-13" 12865 NA NA NA NA NA NA 13235 NA NA NA NA
"2019-07-14" 12865 NA NA 16985 NA 12696 NA 13235 NA NA NA 38710
"2019-07-15" 12866 NA NA 17006 14500 12666 11472 13246 NA 17926 NA 38817
"2019-07-16" 12889 NA NA 17153 14600 12777 11467 13232 14478 18024 NA 39111
"2019-07-17" 12889 NA 18422 17179 14600 12786 11460 13238 NA 18114 19795 39137
"2019-07-18" 12871 14413 NA 17110 14500 12681 11461 13237 14600 18085 NA 39100
"2019-07-19" 12868 NA NA NA 14600 NA 11457 13251 NA 18139 NA NA
"2019-07-20" 12868 NA NA NA NA NA NA 13251 NA NA NA NA
"2019-07-21" 12868 NA NA 17266 NA 12817 NA 13251 NA NA NA 39433
"2019-07-22" 12947 NA NA 17326 14600 12784 11477 13258 NA 18217 NA 39607
"2019-07-23" 12952 NA NA 17461 14700 12902 11486 13268 14664 18214 NA 39891
"2019-07-24" 13040 NA 18659 17391 14700 12909 11486 13263 NA 18465 19971 39699
"2019-07-25" 12979 14505 NA 17490 14800 12965 11482 13273 14737 18423 NA 39885
"2019-07-26" 13024 NA NA NA 14800 NA 11474 13275 NA 18482 NA NA
"2019-07-27" 13024 NA NA NA NA NA NA 13275 NA NA NA NA
"2019-07-28" 13024 NA NA 17476 NA 12917 NA 13275 NA NA NA 39860
"2019-07-29" 12991 NA NA 17507 14700 12910 11481 13280 NA 18404 NA 39906
"2019-07-30" 12980 NA NA 17254 14600 12740 11474 13281 14799 18290 NA 39412
"2019-07-31" 12849 NA 18179 17427 14700 12834 11452 13285 NA 18020 19614 39771
"2019-08-01" 12943 14446 NA 17555 14700 12912 11471 13288 14730 18271 NA 40065
"2019-08-02" 12977 NA NA NA 14700 NA 11484 13290 NA 18373 NA NA
"2019-08-03" 12977 NA NA NA NA NA NA 13290 NA NA NA NA
"2019-08-04" 12977 NA NA 17494 NA 12868 NA 13290 NA NA NA 40033
"2019-08-05" 12927 NA NA 17280 14500 12639 11487 13293 NA 18382 NA 39730
"2019-08-06" 12824 NA NA 17152 14300 12541 11503 13297 14602 18364 NA 39589
"2019-08-07" 12783 NA 17998 17240 14400 12559 11497 13298 NA 18186 19490 39785
"2019-08-08" 12869 14335 NA 17357 14500 12700 11523 13306 14567 18348 NA 39954
"2019-08-09" 12931 NA NA NA 14600 NA 11522 13342 NA 18577 NA NA
"2019-08-10" 12931 NA NA NA NA NA NA 13342 NA NA NA NA
"2019-08-11" 12931 NA NA 17420 NA 12720 NA 13342 NA NA NA 40065
"2019-08-12" 12985 NA NA 17488 14600 12760 11542 13351 NA 18704 NA 40259
"2019-08-13" 13049 NA NA 17403 14600 12680 11556 13356 14751 18725 NA 40123
"2019-08-14" 13043 NA 18578 17427 14600 12705 11556 13354 NA 18739 19887 40168
"2019-08-15" 13049 14406 NA 17580 14700 12850 11571 13359 14731 18787 NA 40509
"2019-08-16" 13158 NA NA NA 14900 NA 11578 13365 NA 18883 NA NA
"2019-08-17" 13158 NA NA NA NA NA NA 13365 NA NA NA NA
"2019-08-18" 13158 NA NA 17558 NA 12880 NA 13365 NA NA NA 40441
"2019-08-19" 13075 NA NA 17582 14900 12885 11573 13369 NA 18902 NA 40508
"2019-08-20" 13077 NA NA 17715 14900 12934 11573 13370 NA 18908 NA 40812
"2019-08-21" 13199 NA 18882 17862 14900 13011 11591 13372 NA 18985 20129 41041
"2019-08-22" 13251 14685 NA 17814 15000 13044 11598 13375 15022 19022 NA 40927
"2019-08-23" 13168 NA NA NA 15000 NA 11592 13369 NA 18951 NA NA
"2019-08-24" 13168 NA NA NA NA NA NA 13369 NA NA NA NA
"2019-08-25" 13168 NA NA 17747 NA 13011 NA 13369 NA NA NA 40819
"2019-08-26" 13152 NA NA 17628 14900 12901 11602 13385 NA 18943 NA 40655
"2019-08-27" 13109 NA NA 17506 14700 12835 11607 13378 14843 18884 NA 40386
"2019-08-28" 13011 NA 18619 17465 14700 12824 11587 13380 NA 18826 19933 40278
"2019-08-29" 12947 14464 NA 17519 14700 12874 11578 13385 14786 18747 NA 40419
"2019-08-30" 12974 NA NA NA 14900 NA 11602 13391 NA 18776 NA NA
"2019-08-31" 12974 NA NA NA NA 12929 11605 13391 NA 18858 NA NA
"2019-09-01" 12974 NA NA NA NA NA NA 13391 NA NA NA NA
"2019-09-02" 12974 NA NA 17608 NA 12929 NA 13391 NA NA NA 40569
"2019-09-03" 13033 NA NA 17499 14800 12868 11609 13424 14882 18855 NA 40332
"2019-09-04" 13048 NA 18615 17512 14800 12849 11602 13417 NA 18679 19935 40336
"2019-09-05" 13037 14489 NA 17442 14700 12827 11607 13433 NA 18623 NA 40175
"2019-09-06" 12976 NA NA NA 14800 12827 11596 13431 NA 18550 NA NA
"2019-09-07" 12976 NA NA NA NA NA NA 13431 NA NA NA NA
"2019-09-08" 12976 NA NA 17416 NA NA NA 13431 NA NA NA 40122
"2019-09-09" 12989 NA NA 17375 14700 12833 11605 13440 NA 18557 NA 40004
"2019-09-10" 12971 NA NA 17272 14700 12787 11616 13444 NA 18475 NA 39732
"2019-09-11" 12971 NA 18289 17326 14700 12807 11620 13407 NA 18388 19690 39871
"2019-09-12" 12964 14463 NA 17514 14800 12924 11625 13447 NA 18507 NA 40287
"2019-09-13" 12964 NA NA NA 14900 NA 11654 13409 14749 18777 NA NA
"2019-09-14" 12964 NA NA NA NA NA NA 13409 NA NA NA NA
"2019-09-15" 12964 NA NA 17778 NA 13063 NA 13409 NA NA NA 40877
"2019-09-16" 13290 NA NA 17884 15100 13134 11687 13426 NA 19020 NA 41096
"2019-09-17" 13323 NA NA 18000 15100 13197 11702 13431 15184 19060 NA 41310
"2019-09-18" 13321 NA 18873 17967 15200 13203 11698 13427 NA 19082 20140 41217
"2019-09-19" 13316 14910 NA 18075 15200 13282 11690 13436 15223 19038 NA 41450
"2019-09-20" 13441 NA NA NA 15300 NA 11707 13433 NA 19177 NA NA
"2019-09-21" 13441 NA NA NA NA NA NA 13433 NA NA NA NA
"2019-09-22" 13441 NA NA 18011 NA 13214 NA 13433 NA NA NA 41341
"2019-09-23" 13487 NA NA 17849 15200 13160 11713 13475 NA 19187 NA 41015
"2019-09-24" 13307 NA NA 17846 15200 13177 11692 13469 15165 18985 NA 40994
"2019-09-25" 13276 NA 18957 17917 15200 13190 11688 13477 NA 18972 20197 41171
"2019-09-26" 13362 14875 NA 17991 15200 13260 11714 13442 15242 19118 NA 41322
"2019-09-27" 13385 NA NA NA 15400 NA 11740 13432 NA 19262 NA NA
"2019-09-28" 13385 NA NA NA NA NA NA 13432 NA NA NA NA
"2019-09-29" 13385 NA NA 18135 NA 13347 NA 13432 NA NA NA 41638
"2019-09-30" 13472 NA NA 18060 15500 13330 11750 13438 15409 19355 NA 41448
"2019-10-01" 13397 NA NA 18156 15500 13373 11742 13478 NA 19277 NA 41676
"2019-10-02" 13505 NA 19116 18005 15300 13274 11767 13481 NA 19350 20332 41391
"2019-10-03" 13399 14964 NA 18029 15400 13298 11752 13482 15365 19213 NA 41451
"2019-10-04" 13415 NA NA NA 15200 NA 11751 13485 NA 19198 NA NA
"2019-10-05" 13415 NA NA NA NA NA NA 13485 NA NA NA NA
"2019-10-06" 13415 NA NA 17898 NA 13225 NA 13485 NA NA NA 41171
"2019-10-07" 13349 NA NA 17741 15300 13107 11735 13499 NA 19067 NA 40814
"2019-10-08" 13224 NA NA 17873 15200 13188 11708 13495 15137 18862 NA 41106
"2019-10-09" 13339 NA 18889 17890 15200 13190 11724 13496 NA 19017 20158 41156
"2019-10-10" 13357 14901 NA 17902 15200 13178 11723 13495 15269 19074 NA 41191
"2019-10-11" 13350 NA NA NA 15300 13226 11723 13463 NA 19057 NA NA
"2019-10-12" 13350 NA NA NA NA NA NA 13463 NA NA NA NA
"2019-10-13" 13350 NA NA 17939 NA NA NA 13463 NA NA NA 41260
"2019-10-14" 13383 NA NA 18020 15500 13280 11739 13453 NA 19060 NA 41445
"2019-10-15" 13462 NA NA 18032 15400 13285 11752 13456 15380 19141 NA 41466
"2019-10-16" 13456 NA 19053 18055 15400 13299 11755 13490 NA 19160 20261 41521
"2019-10-17" 13472 15032 NA 17975 15300 13239 11751 13494 15403 19089 NA 41348
"2019-10-18" 13409 NA NA NA 15300 NA 11741 13496 NA 18996 NA NA
"2019-10-19" 13409 NA NA NA NA NA NA 13496 NA NA NA NA
"2019-10-20" 13409 NA NA 17955 NA 13241 NA 13496 NA NA NA 41346
"2019-10-21" 13400 NA NA 17819 15300 13168 11742 13503 NA 18966 NA 41096
"2019-10-22" 13302 NA NA 17896 15200 13187 11723 13505 15217 18787 NA 41253
"2019-10-23" 13321 NA 18883 17919 15300 13212 11747 13507 NA 18855 20136 41284
"2019-10-24" 13347 14949 NA 18124 15400 13286 11738 13540 15253 18852 NA 41737
"2019-10-25" 13537 NA NA NA 15400 NA 11772 13524 NA 19085 NA NA
"2019-10-26" 13537 NA NA NA NA NA NA 13524 NA NA NA NA
"2019-10-27" 13537 NA NA 18155 NA 13307 NA 13524 NA NA NA 41821
"2019-10-28" 13537 NA NA 18162 15500 13302 11766 13532 NA 19066 NA 41823
"2019-10-29" 13563 NA NA 18094 15400 13291 11773 13535 15396 19084 NA 41694
"2019-10-30" 13500 NA 19109 18126 15500 13341 11775 13537 15418 19065 20289 41697
"2019-10-31" 13516 15032 NA 18091 15400 13292 11772 13540 15369 19045 NA 41652
"2019-11-01" 13484 NA NA NA 15500 NA 11769 13542 NA 18993 NA NA
"2019-11-02" 13484 NA NA NA NA NA NA 13542 NA NA NA NA
"2019-11-03" 13484 NA NA 18288 NA 13495 NA 13542 NA NA NA 42018
"2019-11-04" 13584 NA NA 18494 15600 13575 11766 13550 NA 19068 NA 42457
"2019-11-05" 13758 NA NA 18514 15700 13622 11774 13552 15698 19182 NA 42483
"2019-11-06" 13737 NA 19253 18519 15700 13633 11774 13554 NA 19170 20422 42483
"2019-11-07" 13721 15296 NA 18543 15700 13646 11774 13575 15746 19183 NA 42537
"2019-11-08" 13721 NA NA NA 15700 NA 11794 13542 NA 19273 NA NA
"2019-11-09" 13721 NA NA NA NA NA NA 13542 NA NA NA NA
"2019-11-10" 13721 NA NA 18505 NA 13642 NA 13542 NA NA NA 42469
"2019-11-11" 13706 NA NA 18406 15700 13575 11790 13585 NA 19242 NA 42281
"2019-11-12" 13636 NA NA 18440 15700 13572 11786 13586 15694 19196 NA 42362
"2019-11-13" 13688 NA 19262 18334 15500 13485 11799 13591 NA 19244 20441 42133
"2019-11-14" 13621 15201 NA 18210 15500 13427 11806 13594 15599 19191 NA 41835
"2019-11-15" 13453 NA NA NA 15400 NA 11769 13575 NA 18982 NA NA
"2019-11-16" 13453 NA NA NA NA NA NA 13575 NA NA NA NA
"2019-11-17" 13453 NA NA 18209 NA 13406 NA 13575 NA NA NA 41836
"2019-11-18" 13476 NA NA 18057 15300 13316 11784 13575 NA 19038 NA 41510
"2019-11-19" 13377 NA NA 18198 15400 13389 11764 13578 15382 18915 NA 41820
"2019-11-20" 13506 NA 19030 18047 15300 13279 11774 13605 NA 19043 20275 41524
"2019-11-21" 13385 14995 NA 17829 15000 13066 11752 13607 15378 18903 NA 41049
"2019-11-22" 13287 NA NA NA 14900 NA 11730 13610 NA 18726 NA NA
"2019-11-23" 13287 NA NA NA NA NA NA 13610 NA NA NA NA
"2019-11-24" 13287 NA NA 17609 NA 12954 NA 13610 NA NA NA 40635
"2019-11-25" 13130 NA NA 17597 14900 12973 11719 13618 NA 18509 NA 40606
"2019-11-26" 13127 NA NA 17654 15000 13009 11701 13620 14932 18474 NA 40757
"2019-11-27" 13191 NA 18662 17660 14900 12966 11723 13621 NA 18570 20004 40760
"2019-11-28" 13218 14696 NA 17428 14700 12831 11722 13628 14963 18534 NA 40280
"2019-11-29" 13390 NA NA NA 14800 NA 11697 13618 NA 18315 NA NA
"2019-11-30" 13090 NA NA NA NA 12865 11717 13618 NA 18386 NA NA
"2019-12-01" 13090 NA NA 17447 NA 12865 NA 13618 NA NA NA 40319
"2019-12-02" 13111 NA NA 17197 14700 12690 11718 13625 NA 18385 NA 39782
"2019-12-03" 13006 NA NA 17127 14500 12613 11680 13628 14612 18129 NA 39660
"2019-12-04" 12952 NA 18147 17406 14800 12803 11695 13631 NA 18166 19597 40267
"2019-12-05" 13131 14552 NA 17318 14600 12756 11731 13642 14738 18431 NA 40058
"2019-12-06" 13126 NA NA NA 14700 12589 11711 13645 NA 18268 NA NA
"2019-12-07" 13126 NA NA NA NA NA NA 13645 NA NA NA NA
"2019-12-08" 13126 NA NA 17318 NA 12764 NA 13645 NA NA NA 40075
"2019-12-09" 13155 NA NA 17343 14700 12762 11726 13651 NA 18346 NA 40113
"2019-12-10" 13243 NA NA 17268 14500 12673 11721 13655 14689 18308 NA 40007
"2019-12-11" 13207 NA 18361 17369 14800 12734 11718 13658 NA 18276 19745 40237
"2019-12-12" 13244 14451 NA 17477 14700 12811 11742 13661 14722 18380 NA 40475
"2019-12-13" 13276 NA NA NA 14800 NA 11742 13635 NA 18389 NA NA
"2019-12-14" 13276 NA NA NA NA NA NA 13635 NA NA NA NA
"2019-12-15" 13276 NA NA 17465 NA 12734 NA 13635 NA NA NA 40489
"2019-12-16" 13263 NA NA 17439 14600 12684 11743 13668 NA 18323 NA 40467
"2019-12-17" 13177 NA NA 17265 14500 12558 11774 13674 14643 18268 NA 40110
"2019-12-18" 13005 NA 18301 17189 14400 12484 11722 13678 NA 18105 19692 39930
"2019-12-19" 12980 14193 NA 17218 14300 12473 11701 13678 14437 17943 NA 40002
"2019-12-20" 13016 NA NA NA 14400 NA 11711 13695 NA 18016 NA NA
"2019-12-21" 13016 NA NA NA NA NA NA 13695 NA NA NA NA
"2019-12-22" 13016 NA NA 17302 NA 12542 NA 13695 NA NA NA 40203
"2019-12-23" 13077 NA NA 17372 14400 12533 11737 13702 NA 17979 NA 40384
"2019-12-24" 13099 NA NA 17376 14500 12552 11721 13706 14553 17929 NA 40386
"2019-12-25" 13129 NA NA 17484 14500 12591 11723 13708 NA 17934 NA 40624
"2019-12-26" 13218 14355 NA 17448 14500 12589 11749 13713 14594 18080 NA 40533
"2019-12-27" 13185 NA NA NA 14600 NA 11739 13713 NA 18030 NA NA
"2019-12-28" 13185 NA NA NA NA NA NA 13713 NA NA NA NA
"2019-12-29" 13185 NA NA 17551 NA 12638 NA 13713 NA NA NA 40747
"2019-12-30" 13235 NA 18295 17620 14700 12687 11758 13733 NA 18109 NA 40896
"2019-12-31" 13293 NA NA NA 14800 12670 11773 13764 14701 18109 19717 NA
"2020-01-01" 13293 NA NA 17534 NA 12669 NA 13764 NA NA NA 40750
"2020-01-02" 13362 14405 18294 17664 14800 12773 11773 13767 14625 18108 19718 41031
"2020-01-03" 13425 NA NA NA 14700 NA 11807 13769 NA 18300 NA NA
"2020-01-04" 13425 NA NA NA NA NA NA 13769 NA NA NA NA
"2020-01-05" 13425 NA NA 17587 NA 12734 NA 13769 NA NA NA 40870
"2020-01-06" 13306 NA NA 17402 14600 12580 11797 13777 NA 18237 NA 40468
"2020-01-07" 13257 NA NA 17497 14600 12629 11779 13780 14528 18107 NA 40693
"2020-01-08" 13301 NA 18353 17250 14400 12461 11793 13790 NA 18169 19772 40210
"2020-01-09" 13092 14172 NA 17500 14600 12621 11744 13789 14381 17827 NA 40704
"2020-01-10" 13220 NA NA NA 14700 NA 11799 13798 NA 18060 NA NA
"2020-01-11" 13220 NA NA NA NA NA NA 13798 NA NA NA NA
"2020-01-12" 13220 NA NA 17642 NA 12725 NA 13798 NA NA NA 40983
"2020-01-13" 13247 NA NA 17597 14700 12698 11797 13800 NA 18120 NA 40848
"2020-01-14" 13214 NA NA 17629 14700 12757 11796 13814 14637 18117 NA 40949
"2020-01-15" 13259 NA 18399 17640 14700 12766 11822 13814 NA 18181 19782 40957
"2020-01-16" 13280 14452 NA 17801 14900 12841 11820 13817 14661 18130 NA 41299
"2020-01-17" 13368 NA NA NA 14900 NA 11825 13808 NA 18291 NA NA
"2020-01-18" 13368 NA NA NA NA NA NA 13808 NA NA NA NA
"2020-01-19" 13368 NA NA 17857 NA 12862 NA 13808 NA NA NA 41442
"2020-01-20" 13434 NA NA 17974 14900 12888 11845 13784 NA 18258 NA 41738
"2020-01-21" 13484 NA NA 18061 15800 13022 11864 13788 14865 18357 NA 41889
"2020-01-22" 13441 NA 18740 NA 15100 NA 11865 13796 NA 18467 20051 NA
"2020-01-23" 13441 NA NA NA NA 13071 NA 13796 NA NA NA NA
"2020-01-24" 13441 NA NA NA NA NA NA 13796 NA NA NA NA
"2020-01-25" 13441 NA NA NA NA NA NA 13796 NA NA NA NA
"2020-01-26" 13441 NA NA NA NA NA NA 13796 NA NA NA NA
"2020-01-27" 13441 NA NA NA NA NA NA 13796 NA NA NA NA
"2020-01-28" 13441 NA NA NA NA NA NA 13796 NA NA NA NA
"2020-01-29" 13441 NA NA 18182 NA 13068 NA 13796 NA NA NA 42118
"2020-01-30" 13480 14789 18811 17555 14600 12642 11892 13819 15044 18570 20125 40902
"2020-01-31" 13137 NA NA NA 14200 12285 11773 13822 NA 18058 NA NA
"2020-02-01" 13137 NA NA NA NA NA NA 13822 NA NA NA NA
"2020-02-02" 13137 NA NA 17072 NA 12284 NA 13822 NA NA NA 39954
"2020-02-03" 12852 NA NA 16925 14000 12188 11776 13827 NA 17587 NA 39676
"2020-02-04" 12808 NA NA 16964 14000 12218 11741 13828 14064 17236 NA 39793
"2020-02-05" 12851 NA 17402 16941 14000 12235 11742 13832 NA 17178 19080 39780
"2020-02-06" 12833 13883 NA 17233 14400 12492 11740 13835 14030 17198 NA 40408
"2020-02-07" 13008 NA NA NA 14400 NA 11785 13864 NA 17549 NA NA
"2020-02-08" 13008 NA NA NA NA NA NA 13864 NA NA NA NA
"2020-02-09" 13008 NA NA 17179 NA 12508 NA 13864 NA NA NA 40307
"2020-02-10" 12942 NA NA 16941 14300 12374 11774 13870 NA 17520 NA 39804
"2020-02-11" 12812 NA NA 17052 14300 12416 11750 13874 14146 17386 NA 40029
"2020-02-12" 12883 NA 17608 17219 14500 12539 11765 13882 NA 17506 19302 40425
"2020-02-13" 13006 14174 NA 17223 14700 12549 11803 13841 14354 17801 NA 40427
"2020-02-14" 13042 NA NA NA 14400 NA 11797 13846 NA 17786 NA NA
"2020-02-15" 13042 NA NA NA NA NA NA 13846 NA NA NA NA
"2020-02-16" 13042 NA NA 17239 NA 12597 NA 13846 NA NA NA 40468
"2020-02-17" 13084 NA NA 17229 14400 12582 11799 13852 NA 17823 NA 40454
"2020-02-18" 13081 NA NA 17258 14400 12499 11802 13855 14390 17795 NA 40608
"2020-02-19" 13146 NA 17951 17287 14300 12510 11831 13854 NA 17905 19559 40741
"2020-02-20" 13126 14175 NA 17392 14400 12628 11840 13858 14424 17993 NA 40953
"2020-02-21" 13151 NA NA NA 14400 NA 11846 13894 NA 18075 NA NA
"2020-02-22" 13151 NA NA NA NA NA NA 13894 NA NA NA NA
"2020-02-23" 13151 NA NA 17240 NA 12584 NA 13894 NA NA NA 40661
"2020-02-24" 12978 NA NA 16582 14100 12125 11825 13933 NA 17963 NA 39293
"2020-02-25" 12631 NA NA 16845 14100 12281 11752 13905 13932 17397 NA 39817
"2020-02-26" 12787 NA 17539 16665 14100 12155 11784 13908 NA 17516 19217 39511
"2020-02-27" 12719 13826 NA 16792 14100 12271 11783 13905 13973 17395 NA 39829
"2020-02-28" 12775 NA NA NA 13900 NA 11806 13937 NA 17562 NA NA
"2020-02-29" 12775 NA NA NA NA 12069 11786 13937 NA 17419 NA NA
"2020-03-01" 12775 NA NA 16497 NA 12068 NA 13937 NA NA NA 39230
"2020-03-02" 12632 NA NA 16555 14000 12138 11788 13919 NA 17418 NA 39343
"2020-03-03" 12670 NA NA 16693 14100 12204 11794 13918 13933 17455 NA 39618
"2020-03-04" 12713 NA 17553 16634 13900 12230 11800 13920 NA 17539 19234 39516
"2020-03-05" 12668 13752 NA 16644 14000 12258 11802 13924 13983 17539 NA 39522
"2020-03-06" 12658 NA NA NA 13800 NA 11794 13921 NA 17541 NA NA
"2020-03-07" 12658 NA NA NA NA NA NA 13921 NA NA NA NA
"2020-03-08" 12658 NA NA 16562 NA 12196 NA 13921 NA NA NA 39334
"2020-03-09" 12582 NA NA 15458 13000 11393 11780 13923 NA 17470 NA 37064
"2020-03-10" 11934 NA NA 15478 13000 11475 11705 13934 13094 16316 NA 37169
"2020-03-11" 12022 NA 16487 14864 12600 11115 11713 13939 NA 16469 18385 35957
"2020-03-12" 11685 12526 NA 13992 11800 10557 11666 13950 12762 15935 NA 34155
"2020-03-13" 11158 NA NA NA 12000 NA 11616 13954 NA 15022 NA NA
"2020-03-14" 11158 NA NA NA NA NA NA 13954 NA NA NA NA
"2020-03-15" 11158 NA NA 13819 NA 10506 NA 13954 NA NA NA 33817
"2020-03-16" 11089 NA NA 13387 11500 10273 11599 13960 NA 14828 NA 32987
"2020-03-17" 10811 NA NA 13464 11600 10274 11582 13960 11687 14554 NA 33193
"2020-03-18" 10894 NA 14746 13501 11500 10296 11584 13967 NA 14748 16986 33299
"2020-03-19" 10949 11639 NA 13104 11200 10023 11587 13969 11771 14851 NA 32556
"2020-03-20" 10715 NA NA NA 11200 NA 11589 13970 NA 14503 NA NA
"2020-03-21" 10715 NA NA NA NA NA NA 13970 NA NA NA NA
"2020-03-22" 10715 NA NA 12944 NA 9904 NA 13970 NA NA NA 32237
"2020-03-23" 10588 NA NA 12132 10500 9288 11594 13978 NA 14447 NA 30579
"2020-03-24" 10050 NA NA 12049 10400 9162 11594 13981 10643 13412 NA 30382
"2020-03-25" 10052 NA 13508 12565 10900 9576 11596 13984 NA 13294 16152 31416
"2020-03-26" 10410 10889 NA 12438 10700 9514 11599 13988 NA 13857 NA 31139
"2020-03-27" 10228 NA NA NA 10700 NA 11598 13989 11021 13406 NA NA
"2020-03-28" 10228 NA NA NA NA NA NA 13989 NA NA NA NA
"2020-03-29" 10228 NA NA 12285 NA 9470 NA 13989 NA NA NA 30825
"2020-03-30" 10121 NA NA 11785 10100 9020 11591 14001 NA 13112 NA 29780
"2020-03-31" 9734 NA NA 11772 10800 8982 11592 14034 10280 12610 NA 29765
"2020-04-01" 9745 NA 13070 NA 10400 NA 11595 14040 NA 12593 15912 NA
"2020-04-02" 9745 10503 NA 12139 NA 9233 NA 14000 NA 12916 NA 30471
"2020-04-03" 9990 NA NA NA 10700 NA 11598 14047 NA 12915 NA NA
"2020-04-04" 9990 NA NA NA NA NA NA 14047 NA NA NA NA
"2020-04-05" 9990 NA NA 12523 NA 9528 NA 14047 NA NA NA 31304
"2020-04-06" 10270 11968 NA 13137 11200 10041 11604 14023 NA 13344 NA 32623
"2020-04-07" 10717 NA NA 13329 11500 10208 11606 14020 11256 14046 NA 33053
"2020-04-08" 10803 NA 14422 13325 11600 10209 11607 14024 NA 14206 16781 33047
