"date" "TCEF" "BVFED" "VCBFBCF" "VFMVF4" "ETF_VFMVN30" "ETF_SSIVN50" "SSIBF" "TCBF" "VEOF" "SSISCA" "VCBFTBF" "VFMVF1"
"2016-08-23" 11153 NA NA 12816 10400 8449 NA 10578 12014 NA NA 28778
"2016-08-24" 11153 NA 14673 12793 10400 8466 NA 10578 NA 14158 15506 28774
"2016-08-25" 11153 11392 NA 12813 10400 8461 NA 10578 NA NA NA 28759
"2016-08-26" 11153 NA NA 12935 10500 8539 NA 10578 NA NA NA 28993
"2016-08-27" 11153 NA NA NA NA NA NA 10578 NA NA NA NA
"2016-08-28" 11153 NA NA 12934 NA NA NA 10578 NA NA NA 28992
"2016-08-29" 11153 NA NA 12878 10600 8422 NA 10578 NA NA NA 28921
"2016-08-30" NA NA 14803 12940 10600 8513 NA 10631 12067 NA 15630 29107
"2016-08-31" 11128 11573 NA 13069 10600 8580 NA 10631 12355 14486 NA 29334
"2016-09-01" 11311 NA NA NA 10600 8502 NA 10617 NA NA NA NA
"2016-09-02" 11311 NA NA NA NA NA NA 10617 NA NA NA NA
"2016-09-03" 11311 NA NA NA NA NA NA 10617 NA NA NA NA
"2016-09-04" 11311 NA NA 13015 NA NA NA 10617 NA NA NA 29229
"2016-09-05" 11311 NA NA 12960 10600 8530 NA 10617 NA NA NA 29158
"2016-09-06" 11353 NA NA 12953 10600 8565 NA 10648 12353 NA NA 29100
"2016-09-07" 11353 11434 14942 12962 10500 8577 NA 10648 NA 14482 15739 29080
"2016-09-08" 11353 NA NA 13059 10600 8653 NA 10648 NA NA NA 29247
"2016-09-09" 11353 NA NA 13027 10600 8614 NA 10648 NA NA NA 29148
"2016-09-10" 11353 NA NA NA NA NA NA 10648 NA NA NA NA
"2016-09-11" 11353 NA NA 13026 NA NA NA 10648 NA NA NA 29147
"2016-09-12" 11353 NA NA 12855 10500 8506 NA 10648 NA NA NA 28810
"2016-09-13" 11243 NA NA 12909 10500 8547 NA 10666 12607 NA NA 28938
"2016-09-14" 11243 NA 14855 12898 10600 8480 NA 10666 NA 14412 15665 28909
"2016-09-15" 11243 11381 NA 12890 10500 8387 NA 10666 NA NA NA 28866
"2016-09-16" 11243 NA NA 12811 10500 8255 NA 10666 NA NA NA 28671
"2016-09-17" 11243 NA NA NA NA NA NA 10666 NA NA NA NA
"2016-09-18" 11243 NA NA 12810 NA NA NA 10666 NA NA NA 28669
"2016-09-19" 11243 NA NA 12852 10400 8353 NA 10666 NA NA NA 28670
"2016-09-20" NA NA NA 12897 10400 8403 NA 10673 12787 NA NA 28739
"2016-09-21" 11234 NA 14815 12948 10600 8436 NA 10673 NA 14635 15621 28854
"2016-09-22" 11234 11405 NA 13035 10800 8406 NA 10673 NA NA NA 29012
"2016-09-23" 11234 NA NA 13096 10800 8335 NA 10673 NA NA NA NA
"2016-09-24" 11234 NA NA NA NA NA NA 10673 NA NA NA NA
"2016-09-25" 11234 NA NA 13095 NA NA NA 10673 NA NA NA 29156
"2016-09-26" 11234 NA NA 13151 10800 8286 NA 10673 NA NA NA 29251
"2016-09-27" 11464 NA NA 13181 10700 8355 NA 10671 13106 NA NA 29298
"2016-09-28" 11464 NA 15078 13211 10900 8428 NA 10671 NA 14975 15861 29368
"2016-09-29" 11464 11533 NA 13226 10800 8589 NA 10671 NA NA NA 29392
"2016-09-30" 11464 NA 15104 13150 10900 8537 NA 10671 13178 14889 15901 NA
"2016-10-01" 11789 NA NA NA NA NA NA 10691 NA NA NA NA
"2016-10-02" 11789 NA NA 13149 NA NA NA 10691 NA NA NA 29259
"2016-10-03" 11789 NA NA 13121 10800 8585 NA 10691 NA NA NA 29211
"2016-10-04" 11796 NA NA 13081 10700 8533 NA 10685 13223 NA NA 29107
"2016-10-05" 11796 NA 14978 13084 10700 8593 NA 10685 NA 14741 15800 29124
"2016-10-06" 11796 11533 NA 13093 10800 8667 NA 10685 13088 NA NA 29174
"2016-10-07" 11796 NA NA NA 10600 8587 NA 10685 NA NA NA NA
"2016-10-08" 11796 NA NA NA NA NA NA 10685 NA NA NA NA
"2016-10-09" 11796 NA NA 12999 NA NA NA 10685 NA NA NA 29005
"2016-10-10" 11796 NA NA 12834 10600 8465 NA 10685 NA NA NA 28705
"2016-10-11" 11355 NA NA 12941 10600 8474 NA 10721 12665 NA NA 28910
"2016-10-12" 11355 NA 14902 12931 10600 8486 NA 10721 NA 14380 15730 28920
"2016-10-13" 11355 11306 NA 12985 10600 8560 NA 10721 12663 NA NA 29041
"2016-10-14" 11355 NA NA NA 10700 8587 NA 10721 NA NA NA NA
"2016-10-15" 11355 NA NA NA NA NA NA 10721 NA NA NA NA
"2016-10-16" 11355 NA NA 12989 NA NA NA 10721 NA NA NA 29067
"2016-10-17" 11355 NA NA 12890 10600 8551 NA 10721 NA NA NA 28806
"2016-10-18" 11498 NA NA 12937 10600 8569 NA 10728 12670 NA NA 28902
"2016-10-19" 11498 NA 14933 12986 10600 8687 NA 10728 NA 14529 15756 29058
"2016-10-20" 11498 11293 NA 12974 10600 8655 NA 10728 12673 NA NA 29079
"2016-10-21" 11498 NA NA NA 10600 8565 NA 10728 NA NA NA NA
"2016-10-22" 11498 NA NA NA NA NA NA 10728 NA NA NA NA
"2016-10-23" 11498 NA NA 12935 NA NA NA 10728 NA NA NA 29017
"2016-10-24" 11498 NA NA 12782 10600 8424 NA 10728 NA NA NA 28651
"2016-10-25" 11151 NA NA 12716 10500 8409 NA 10744 12287 NA NA 28500
"2016-10-26" 11151 NA 14632 12713 10400 8309 NA 10744 NA 14145 15502 28479
"2016-10-27" 11151 11110 NA 12748 10400 8351 NA 10744 12210 NA NA 28559
"2016-10-28" 11151 NA NA NA 10400 8410 NA 10744 NA NA NA NA
"2016-10-29" 11151 NA NA NA NA NA NA 10744 NA NA NA NA
"2016-10-30" 11151 NA NA 12799 NA NA NA 10744 NA NA NA 28674
"2016-10-31" 11151 NA NA 12721 10500 8298 NA 10744 12253 14357 NA 28526
"2016-11-01" 11182 NA NA 12733 10400 8297 NA 10753 NA NA NA 28597
"2016-11-02" 11182 NA 14627 12652 10400 8136 NA 10753 NA NA 15510 28409
"2016-11-03" 11182 11206 NA 12631 10200 8082 NA 10753 12067 14195 NA 28379
"2016-11-04" 11182 NA NA NA 10200 8062 NA 10753 NA NA NA NA
"2016-11-05" 11182 NA NA NA NA NA NA 10753 NA NA NA NA
"2016-11-06" 11182 NA NA 12634 NA NA NA 10753 NA NA NA 28359
"2016-11-07" 11182 NA NA 12705 10300 8148 NA 10753 NA NA NA 28528
"2016-11-08" 11093 NA NA 12734 10400 8197 NA 10777 12170 NA NA 28588
"2016-11-09" 11093 NA 14542 12683 10200 8033 NA 10777 NA 14230 15454 28420
"2016-11-10" 11093 11095 NA 12755 10300 8209 NA 10777 12077 NA NA 28580
"2016-11-11" 11093 NA NA NA 10300 8150 NA 10777 NA NA NA NA
"2016-11-12" 11093 NA NA NA NA NA NA 10777 NA NA NA NA
"2016-11-13" 11093 NA NA 12753 NA NA NA 10777 NA NA NA 28617
"2016-11-14" 11093 NA NA 12658 10300 8099 NA 10777 NA NA NA 28411
"2016-11-15" 11018 NA NA 12638 10300 8116 NA 10780 12056 NA NA 28352
"2016-11-16" 11018 NA 14424 12633 10300 8139 NA 10780 NA 14330 15354 28358
"2016-11-17" 11018 11134 NA 12642 10300 8116 NA 10780 12184 NA NA 28366
"2016-11-18" 11018 NA NA NA 10300 8095 NA 10780 NA NA NA NA
"2016-11-19" 11018 NA NA NA NA NA NA 10780 NA NA NA NA
"2016-11-20" 11018 NA NA 12602 NA NA NA 10780 NA NA NA 28267
"2016-11-21" 11018 NA NA 12618 10300 8067 NA 10780 NA NA NA 28310
"2016-11-22" 11030 NA NA 12705 10300 8137 NA 10837 12069 NA NA 28537
"2016-11-23" 11030 NA 14385 12673 10300 8160 NA 10837 NA 14189 15327 28424
"2016-11-24" 11030 11226 NA 12659 10500 8141 NA 10837 12145 NA NA 28345
"2016-11-25" 11030 NA NA NA 10500 8107 NA 10837 NA NA NA NA
"2016-11-26" 11030 NA NA NA NA NA NA 10837 NA NA NA NA
"2016-11-27" 11030 NA NA 12714 NA NA NA 10837 NA NA NA 28486
"2016-11-28" 11030 NA NA 12566 10200 7969 NA 10837 NA NA NA 28142
"2016-11-29" 11004 11153 NA 12562 10200 7962 NA 10810 12001 NA NA 28197
"2016-11-30" 11004 NA 14198 12691 10100 8078 NA 10810 12063 14151 15157 28497
"2016-12-01" 11004 NA NA 12690 10300 8189 NA 10810 NA NA NA 28509
"2016-12-02" 11004 NA NA NA 10200 8153 NA 10810 NA NA NA NA
"2016-12-03" 11004 NA NA NA NA NA NA 10810 NA NA NA NA
"2016-12-04" 11004 NA NA 12672 NA NA NA 10810 NA NA NA 28474
"2016-12-05" 11004 NA NA 12531 10200 8069 NA 10810 NA NA NA 28189
"2016-12-06" 10943 NA NA 12394 10000 7964 NA 10833 11942 NA NA 27885
"2016-12-07" 10943 NA 14088 12344 10000 7973 NA 10833 NA 13912 15048 27793
"2016-12-08" 10943 10888 NA 12422 10000 8004 NA 10833 11807 NA NA 27972
"2016-12-09" 10943 NA NA NA 10100 7990 NA 10833 NA NA NA NA
"2016-12-10" 10943 NA NA NA NA NA NA 10833 NA NA NA NA
"2016-12-11" 10943 NA NA 12472 NA NA NA 10833 NA NA NA 28108
"2016-12-12" 10943 NA NA 12332 10000 7882 NA 10833 NA NA NA 27870
"2016-12-13" 10845 NA NA 12267 9900 7773 NA 10844 11671 NA NA 27754
"2016-12-14" 10845 NA 13784 12357 9900 7870 NA 10844 NA 13983 14807 27922
"2016-12-15" 10845 10794 NA 12290 9900 7891 NA 10844 11797 NA NA 27799
"2016-12-16" 10845 NA NA NA 9900 8011 NA 10844 NA NA NA NA
"2016-12-17" 10845 NA NA NA NA NA NA 10844 NA NA NA NA
"2016-12-18" 10845 NA NA 12340 NA NA NA 10844 NA NA NA 27971
"2016-12-19" 10845 NA NA 12325 10100 8061 NA 10844 NA NA NA 27869
"2016-12-20" 10848 NA NA 12282 10100 8022 NA 10867 11947 NA NA 27711
"2016-12-21" 10848 NA 13953 12326 10100 8085 NA 10867 NA 14188 14919 27806
"2016-12-22" 10848 10966 NA 12270 10000 7975 NA 10867 11916 NA NA 27653
"2016-12-23" 10848 NA NA NA 10000 7889 NA 10867 NA NA NA NA
"2016-12-24" 10848 NA NA NA NA NA NA 10867 NA NA NA NA
"2016-12-25" 10848 NA NA 12285 NA NA NA 10867 NA NA NA 27678
"2016-12-26" 10848 NA NA 12347 10100 7920 NA 10867 NA NA NA 27760
"2016-12-27" 10837 NA NA 12385 10100 7892 NA 10860 11867 NA NA 27861
"2016-12-28" 10837 NA 13878 12425 10100 7931 NA 10860 NA 14234 14878 27959
"2016-12-29" 10837 NA NA 12436 10100 7974 NA 10860 11918 NA NA 27993
"2016-12-30" 10837 NA NA NA 10200 8015 NA 10860 NA NA NA NA
"2016-12-31" 10837 NA NA NA NA 8019 NA 10860 12046 14339 NA NA
"2017-01-01" 10837 NA NA NA NA NA NA 10860 NA NA NA NA
"2017-01-02" 10837 NA NA 12524 NA NA NA 10860 NA NA NA 28147
"2017-01-03" 10914 NA NA 12627 10200 8162 NA 10887 12044 NA NA 28365
"2017-01-04" 10914 NA 14175 12676 10300 8206 NA 10887 NA 14412 15138 28440
"2017-01-05" NA 11255 NA 12674 10300 8175 NA 10887 12214 NA NA 28441
"2017-01-06" NA NA NA NA 10400 8262 NA 10887 NA NA NA NA
"2017-01-07" NA NA NA NA NA NA NA 10887 NA NA NA NA
"2017-01-08" 10914 NA NA 12701 NA NA NA 10887 NA NA NA 28506
"2017-01-09" 10914 NA NA 12763 10400 8337 NA 10887 NA NA NA 28674
"2017-01-10" 11030 NA NA 12787 10400 8401 NA 10932 12211 NA NA 28696
"2017-01-11" 11030 NA 14290 12870 10400 8424 NA 10932 NA 14528 15239 28880
"2017-01-12" 11030 11388 NA 12840 10400 8425 NA 10932 12301 NA NA 28818
"2017-01-13" 11030 NA NA NA 10400 8412 NA 10932 NA NA NA NA
"2017-01-14" 11030 NA NA NA NA NA NA 10932 NA NA NA NA
"2017-01-15" 11030 NA NA 12796 NA NA NA 10932 NA NA NA 28732
"2017-01-16" 11030 NA NA 12686 10300 8350 NA 10932 NA NA NA 28526
"2017-01-17" 10930 NA NA 12734 10300 8419 NA 10932 12194 NA NA 28604
"2017-01-18" 10930 NA 14432 12711 10400 8319 NA 10932 NA 14240 15371 28556
"2017-01-19" 10930 11280 NA 12708 10400 8273 NA 10932 12103 NA NA 28532
"2017-01-20" 10930 NA NA NA 10400 8341 NA 10932 NA NA NA NA
"2017-01-21" 10930 NA NA NA NA NA NA 10932 NA NA NA NA
"2017-01-22" 10930 NA NA 12764 NA NA NA 10932 NA NA NA 28655
"2017-01-23" 10930 NA NA 12760 10400 8307 NA 10932 NA NA NA 28658
"2017-01-24" 10930 NA NA 12776 10400 8393 NA 10932 12101 NA NA 28705
"2017-01-25" 10930 NA 14461 NA 10500 8482 NA 10932 NA 14547 15398 NA
"2017-01-26" 10930 NA NA NA NA 8482 NA 10932 12283 NA NA NA
"2017-01-27" 10930 NA NA NA NA NA NA 10932 NA NA NA NA
"2017-01-28" 10930 NA NA NA NA NA NA 10932 NA NA NA NA
"2017-01-29" 10930 NA NA NA NA NA NA 10932 NA NA NA NA
"2017-01-30" 10930 NA NA NA NA NA NA 10932 NA NA NA NA
"2017-01-31" 10950 NA NA NA NA 8479 NA 10936 12279 14542 NA NA
"2017-02-01" 10950 NA NA 12879 NA NA NA 10936 NA 14541 NA 28904
"2017-02-02" 10950 NA 14510 13002 10500 8441 NA 10936 12278 NA 15449 29168
"2017-02-03" 10950 NA NA NA 10600 8507 NA 10936 NA NA NA NA
"2017-02-04" 10950 NA NA NA NA NA NA 10936 NA NA NA NA
"2017-02-05" 10950 NA NA 12953 NA NA NA 10936 NA NA NA 29038
"2017-02-06" 10950 NA NA 12976 10600 8568 NA 10936 NA NA NA 29059
"2017-02-07" 11194 NA NA 13019 10700 8603 NA 10974 12350 NA NA 29134
"2017-02-08" 11194 NA 14767 13010 10700 8598 NA 10974 NA 14845 15686 29122
"2017-02-09" 11194 11596 NA 13020 10700 8615 NA 10974 12446 NA NA 29163
"2017-02-10" 11194 NA NA NA 10700 8656 NA 10974 NA NA NA NA
"2017-02-11" 11194 NA NA NA NA NA NA 10974 NA NA NA NA
"2017-02-12" 11194 NA NA 13029 NA NA NA 10974 NA NA NA 29197
"2017-02-13" 11194 NA NA 13106 10800 8793 NA 10974 NA NA NA 29377
"2017-02-14" 11318 NA NA 13135 10800 8756 NA 10977 12799 NA NA 29414
"2017-02-15" 11318 NA 15144 13143 10800 8779 NA 10977 NA 15056 15991 29457
"2017-02-16" 11318 11800 NA 13133 10900 8690 NA 10977 12824 NA NA 29469
"2017-02-17" 11318 NA NA NA 10900 8703 NA 10977 NA NA NA NA
"2017-02-18" 11318 NA NA NA NA NA NA 10977 NA NA NA NA
"2017-02-19" 11318 NA NA 13072 NA NA NA 10977 NA NA NA 29320
"2017-02-20" 11318 NA NA 13070 10800 8818 NA 10977 NA NA NA 29312
"2017-02-21" 11305 NA NA 13152 10900 8842 NA 11004 12752 NA NA 29499
"2017-02-22" 11305 NA 15314 13151 10900 8833 NA 11034 NA 14862 16132 29449
"2017-02-23" 11305 11844 NA 13165 10900 8779 NA 11034 12726 NA NA 29492
"2017-02-24" 11305 NA NA NA 10900 8767 NA 11034 NA NA NA NA
"2017-02-25" 11305 NA NA NA NA NA NA 11034 NA NA NA NA
"2017-02-26" 11305 NA NA 13136 NA NA NA 11034 NA NA NA 29423
"2017-02-27" 11305 NA NA 13229 10800 8817 NA 11004 NA NA NA 29622
"2017-02-28" 11339 NA 15209 13148 10800 8821 NA 11020 12510 14741 16038 29437
"2017-03-01" 11339 NA NA 13169 10700 8790 NA 11020 NA 14757 NA 29487
"2017-03-02" 11339 11725 NA 13182 10700 8792 NA 11020 12579 NA NA 29521
"2017-03-03" 11339 NA NA NA 10700 8735 NA 11020 NA NA NA NA
"2017-03-04" 11339 NA NA NA NA NA NA 11020 NA NA NA NA
"2017-03-05" 11339 NA NA 13226 NA NA NA 11020 NA NA NA 29586
"2017-03-06" 11339 NA NA 13239 10700 8762 NA 11020 NA NA NA 29603
"2017-03-07" 11161 NA NA 13294 10800 8786 NA 11031 12837 NA NA 29646
"2017-03-08" 11161 NA 15320 13354 10800 8854 NA 11031 NA 15000 16136 29812
"2017-03-09" 11161 11920 NA 13401 10800 8843 NA 11031 12937 NA NA 29888
"2017-03-10" 11161 NA NA NA 10900 8869 NA 11031 NA NA NA NA
"2017-03-11" 11161 NA NA NA NA NA NA 11031 NA NA NA NA
"2017-03-12" 11161 NA NA 13342 NA NA NA 11031 NA NA NA 29807
"2017-03-13" 11161 NA NA 13306 10900 8753 NA 11031 NA NA NA 29733
"2017-03-14" 11151 NA NA 13396 10900 8790 NA 11021 12795 NA NA 29951
"2017-03-15" 11151 NA 15328 13350 10900 8790 NA 11021 NA 14981 16121 29885
"2017-03-16" 11151 11891 NA 13392 10900 8907 NA 11021 12728 NA NA 29938
"2017-03-17" 11151 NA NA NA 10900 8943 NA 11021 NA NA NA NA
"2017-03-18" 11151 NA NA NA NA NA NA 11021 NA NA NA NA
"2017-03-19" 11151 NA NA 13342 NA NA NA 11021 NA NA NA 29833
"2017-03-20" 11151 NA NA 13458 11000 9015 NA 11021 NA NA NA 30079
"2017-03-21" 11278 NA NA 13567 11000 9095 NA 11056 13063 NA NA 30280
"2017-03-22" 11278 NA 15603 13480 11100 9019 NA 11056 NA 15104 NA 30117
"2017-03-23" 11278 12057 NA 13576 11200 9063 NA 11047 12928 NA 16408 30296
"2017-03-24" 11278 NA NA NA 11300 9285 NA 11047 NA NA NA NA
"2017-03-25" 11278 NA NA NA NA NA NA 11047 NA NA NA NA
"2017-03-26" 11278 NA NA 13638 NA NA NA 11047 NA NA NA 30418
"2017-03-27" 11278 NA NA 13661 11300 9335 NA 11047 NA NA NA 30443
"2017-03-28" 11353 NA NA 13634 11300 9238 NA 11059 13008 NA NA 30390
"2017-03-29" 11353 NA 15628 13635 11300 9261 NA 11059 NA 15372 16417 30380
"2017-03-30" 11353 NA NA 13674 11300 9325 NA 11057 12941 NA NA 30414
"2017-03-31" 11353 NA NA NA 11300 9242 NA 11057 12943 15565 NA NA
"2017-04-01" 11353 NA NA NA NA NA NA 11057 NA NA NA NA
"2017-04-02" 11353 NA NA 13671 NA NA NA 11057 NA NA NA 30428
"2017-04-03" 11353 NA NA 13658 11300 9220 NA 11057 NA NA NA 30442
"2017-04-04" 11326 NA NA 13701 11400 9253 NA 11077 12900 NA NA 30481
"2017-04-05" 11326 NA 15750 NA 11400 9155 NA 11077 NA 15578 16563 NA
"2017-04-06" 11326 12250 NA 13644 NA 9154 NA 11077 12869 NA NA 30388
"2017-04-07" 11326 NA NA NA 11300 9103 NA 11077 NA NA NA NA
"2017-04-08" 11326 NA NA NA NA NA NA 11077 NA NA NA NA
"2017-04-09" 11326 NA NA 13654 NA NA NA 11077 NA NA NA 30415
"2017-04-10" 11326 NA NA 13668 11400 9238 NA 11077 NA NA NA 30502
"2017-04-11" 11326 NA NA 13694 11400 9399 NA 11085 12796 NA NA 30584
"2017-04-12" 11326 NA 15793 13599 11400 9328 NA 11085 NA 15555 16591 30403
"2017-04-13" 11326 NA NA 13539 11300 9397 NA 11088 12798 NA NA 30302
"2017-04-14" 11326 NA NA NA 11100 9385 NA 11088 NA NA NA NA
"2017-04-15" 11326 NA NA NA NA NA NA 11088 NA NA NA NA
"2017-04-16" 11326 NA NA 13400 NA NA NA 11088 NA NA NA 30025
"2017-04-17" 11326 NA NA 13284 11000 9172 NA 11088 NA NA NA 29789
"2017-04-18" 10952 NA NA 13332 11000 9299 NA 11103 12493 NA NA 29879
"2017-04-19" 10952 NA 15528 13438 11100 9310 NA 11103 NA 15298 16327 30122
"2017-04-20" 10952 12091 NA 13386 11000 9181 NA 11108 12610 NA NA 30023
"2017-04-21" 10952 NA NA NA 11000 9268 NA 11108 NA NA NA NA
"2017-04-22" 10952 NA NA NA NA NA NA 11108 NA NA NA NA
"2017-04-23" 10952 NA NA 13404 NA NA NA 11108 NA NA NA 30060
"2017-04-24" 10952 NA NA 13409 11000 9198 NA 11108 NA NA NA 30039
"2017-04-25" 10939 NA NA 13346 10900 9160 NA 11101 12476 NA NA 29893
"2017-04-26" 10939 NA 15485 13425 11000 9214 NA 11101 NA 15170 16317 30017
"2017-04-27" 10939 12020 NA 13535 11100 9333 NA 11119 12538 NA NA 30199
"2017-04-28" 10939 NA NA NA 11100 9313 NA 11119 NA NA NA NA
"2017-04-29" 10939 NA NA NA NA NA NA 11119 NA NA NA NA
"2017-04-30" 10939 NA NA NA NA 9312 NA 11119 12500 15380 NA NA
"2017-05-01" 10939 NA NA NA NA NA NA 11119 NA NA NA NA
"2017-05-02" 10939 NA NA 13545 NA NA NA 11119 12499 NA NA 30236
"2017-05-03" 10939 NA 15893 13589 11200 9307 NA 11119 NA 15475 16684 30320
"2017-05-04" 10939 12194 NA 13695 11200 9236 NA 11129 12479 NA NA 30556
"2017-05-05" 10939 NA NA NA 11200 9286 NA 11129 NA NA NA NA
"2017-05-06" 10939 NA NA NA NA NA NA 11129 NA NA NA NA
"2017-05-07" 10939 NA NA 13672 NA NA NA 11129 NA NA NA 30551
"2017-05-08" 10939 NA NA 13610 11200 9212 NA 11129 NA NA NA 30475
"2017-05-09" 11111 NA NA 13706 11200 9374 NA 11136 12526 NA NA 30655
"2017-05-10" 11111 NA 16028 13702 11400 9338 NA 11136 NA 15727 16795 30604
"2017-05-11" 11111 12337 NA 13682 11300 9289 NA 11172 12693 NA NA 30581
"2017-05-12" 11111 NA NA NA 11300 9338 NA 11172 NA NA NA NA
"2017-05-13" 11111 NA NA NA NA NA NA 11172 NA NA NA NA
"2017-05-14" 11111 NA NA 13709 NA NA NA 11172 NA NA NA 30627
"2017-05-15" 11111 NA NA 13774 11400 9468 NA 11172 NA NA NA 30738
"2017-05-16" 11336 NA NA 13709 11400 9469 NA 11137 12782 NA NA 30567
"2017-05-17" 11336 NA 16212 13827 11400 9576 NA 11137 NA 15890 16990 30753
"2017-05-18" 11336 12446 NA 13759 11400 9495 NA 11153 12826 NA NA 30632
"2017-05-19" 11336 NA NA NA 11500 9594 NA 11153 NA NA NA NA
"2017-05-20" 11336 NA NA NA NA NA NA 11153 NA NA NA NA
"2017-05-21" 11336 NA NA 13827 NA NA NA 11153 NA NA NA 30744
"2017-05-22" 11336 NA NA 13937 11600 9675 NA 11153 NA NA NA 30999
"2017-05-23" 11526 NA NA 13946 11600 9565 NA 11167 12764 NA NA 30997
"2017-05-24" 11526 12819 16513 14096 11800 9647 NA 11167 NA 16318 17300 31284
"2017-05-25" 11526 NA NA 14055 11700 9738 NA 11205 12734 NA NA 31193
"2017-05-26" 11526 NA NA NA 11800 9746 NA 11205 NA NA NA NA
"2017-05-27" 11526 NA NA NA NA NA NA 11205 NA NA NA NA
"2017-05-28" 11526 NA NA 14125 NA NA NA NA NA NA NA 31302
"2017-05-29" 11526 NA NA 14177 11900 9763 NA 11205 NA NA NA 31390
"2017-05-30" 11692 NA NA 14054 11800 9642 NA 11217 12932 NA NA 31156
"2017-05-31" 11692 NA 16697 14029 11600 9707 NA 11217 12842 16518 17445 31194
"2017-06-01" 11692 12658 NA 14117 11800 9711 NA 11220 NA NA NA 31400
"2017-06-02" 11692 NA NA NA 11800 9719 NA 11220 NA NA NA NA
"2017-06-03" 11692 NA NA NA NA NA NA 11220 NA NA NA NA
"2017-06-04" 11692 NA NA 14125 NA NA NA 11220 NA NA NA 31388
"2017-06-05" 11692 NA NA 14181 11800 9753 NA 11220 NA NA NA 31486
"2017-06-06" 11660 NA NA 14287 11900 9779 NA 11187 12919 NA NA 31710
"2017-06-07" 11660 NA 17004 14342 12100 9921 NA 11187 NA 16946 17718 31823
"2017-06-08" 11660 13088 NA 14448 12000 9865 NA 11236 13037 NA NA 31965
"2017-06-09" 11660 NA NA NA 12100 9888 NA 11236 NA NA NA NA
"2017-06-10" 11660 NA NA NA NA NA NA 11236 NA NA NA NA
"2017-06-11" 11660 NA NA 14477 NA NA NA 11236 NA NA NA 31933
"2017-06-12" 11660 NA NA 14410 12100 9864 NA 11236 NA NA NA 31811
"2017-06-13" 11880 NA NA 14487 12100 9938 NA 11224 13147 NA NA 31986
"2017-06-14" 11880 NA 17137 14552 12200 9981 NA 11224 NA 16870 17853 32111
"2017-06-15" 11880 13206 NA NA 12300 9965 NA 11255 13312 NA NA 32131
"2017-06-16" 11880 NA NA NA 12300 9994 NA 11255 NA NA NA NA
"2017-06-17" 11880 NA NA NA NA NA NA 11255 NA NA NA NA
"2017-06-18" 11880 NA NA 14606 NA NA NA 11255 NA NA NA 32138
"2017-06-19" 11880 NA NA 14648 12400 10096 NA 11255 NA NA NA 32251
"2017-06-20" 12183 NA NA 14682 12500 10121 NA 11265 13469 NA NA 32308
"2017-06-21" 12183 NA 17443 14664 12400 10037 NA 11265 NA 17451 18104 32263
"2017-06-22" 12183 13416 NA 14700 12500 9988 NA 11283 13514 NA NA 32362
"2017-06-23" 12183 NA NA NA 12400 10028 NA NA NA NA NA NA
"2017-06-24" 12183 NA NA NA NA NA NA 11283 NA NA NA NA
"2017-06-25" 12183 NA NA 14773 NA NA NA 11283 NA NA NA 32558
"2017-06-26" 12183 NA NA 14773 12500 10086 NA 11283 NA NA NA 32577
"2017-06-27" 12169 NA NA 14699 12400 9998 NA 11311 13474 NA NA 32337
"2017-06-28" 12169 NA 17519 14764 12400 10063 NA 11311 NA 17418 18170 32466
"2017-06-29" 12169 13392 NA 14799 12500 10138 NA 11283 13426 NA NA 32586
"2017-06-30" 12169 NA NA NA 12600 10208 NA 11283 13546 17500 NA NA
"2017-07-01" 12169 NA NA NA NA NA NA 11283 NA NA NA NA
"2017-07-02" 12169 NA NA 14887 NA NA NA 11283 NA NA NA 32774
"2017-07-03" 12169 NA NA 14873 12600 10388 NA 11283 NA NA NA 32756
"2017-07-04" 12319 NA NA 14827 12600 10393 NA 11277 13576 NA NA 32703
"2017-07-05" 12319 13501 17607 14850 13400 10536 NA 11277 NA 17557 18271 32742
"2017-07-06" 12319 NA NA 14900 12700 10664 NA 11307 13621 NA NA 32844
"2017-07-07" 12319 NA NA NA 12600 10468 NA 11307 NA NA NA NA
"2017-07-08" 12319 NA NA NA NA NA NA 11307 NA NA NA NA
"2017-07-09" 12319 NA NA 14864 NA NA NA 11307 NA NA NA 32763
"2017-07-10" 12319 NA NA 14691 12300 10335 NA 11307 NA NA NA 32440
"2017-07-11" 12164 NA NA 14640 12400 10408 NA 11322 13593 NA NA 32444
"2017-07-12" 12164 NA 17387 14739 12400 10435 NA 11322 NA 17434 18062 32654
"2017-07-13" 12164 13349 NA 14774 12400 10477 NA 11333 13575 NA NA 32734
"2017-07-14" 12164 NA NA NA 12500 10452 NA 11333 NA NA NA NA
"2017-07-15" 12164 NA NA NA NA NA NA 11333 NA NA NA NA
"2017-07-16" 12164 NA NA 14744 NA NA NA 11333 NA NA NA 32555
"2017-07-17" 12164 NA NA 14559 12300 10186 NA 11333 NA NA NA 32174
"2017-07-18" 12062 NA NA 14631 12000 10182 NA 11355 13437 NA NA 32195
"2017-07-19" 12062 NA 17091 14613 12100 10237 NA 11355 NA 16921 17803 32162
"2017-07-20" 12062 NA NA 14578 12100 10233 NA 11343 13303 NA NA 32059
"2017-07-21" 12062 NA NA NA 12000 10100 NA 11343 NA NA NA NA
"2017-07-22" 12062 NA NA NA NA NA NA 11343 NA NA NA NA
"2017-07-23" 12062 NA NA 14421 NA NA NA 11343 NA NA NA 31703
