date,ETF
2019-11-27,14.9
2019-11-28,14.74
2019-11-29,14.75
2019-12-02,14.65
2019-12-03,14.5
2019-12-04,14.75
2019-12-05,14.64
2019-12-06,14.67
2019-12-09,14.66
2019-12-10,14.52
2019-12-11,14.8
2019-12-12,14.73
2019-12-13,14.8
2019-12-16,14.56
2019-12-17,14.48
2019-12-18,14.35
2019-12-19,14.3
2019-12-20,14.36
2019-12-23,14.44
2019-12-24,14.5
2019-12-25,14.5
2019-12-26,14.5
2019-12-27,14.61
2019-12-30,14.66
2019-12-31,14.76
2020-01-02,14.78
2020-01-03,14.7
2020-01-06,14.6
2020-01-07,14.58
2020-01-08,14.43
2020-01-09,14.6
2020-01-10,14.72
2020-01-13,14.7
2020-01-14,14.74
2020-01-15,14.73
2020-01-16,14.85
2020-01-17,14.91
2020-01-20,14.92
2020-01-21,15.8
2020-01-22,15.1
2020-01-30,14.6
2020-01-31,14.15
2020-02-03,13.97
2020-02-04,14.04
2020-02-05,14
2020-02-06,14.35
2020-02-07,14.4
2020-02-10,14.25
2020-02-11,14.26
2020-02-12,14.46
2020-02-13,14.68
2020-02-14,14.43
2020-02-17,14.39
2020-02-18,14.35
2020-02-19,14.31
2020-02-20,14.4
2020-02-21,14.43
2020-02-24,14.11
2020-02-25,14.09
2020-02-26,14.05
2020-02-27,14.12
2020-02-28,13.86
2020-03-02,13.99
2020-03-03,14.08
2020-03-04,13.87
2020-03-05,13.95
2020-03-06,13.81
2020-03-09,13.02
2020-03-10,13
2020-03-11,12.55
2020-03-12,11.8
2020-03-13,12
2020-03-16,11.53
2020-03-17,11.63
2020-03-18,11.51
2020-03-19,11.15
2020-03-20,11.24
2020-03-23,10.5
2020-03-24,10.4
2020-03-25,10.85
2020-03-26,10.7
2020-03-27,10.67
2020-03-30,10.1
2020-03-31,10.75
2020-04-01,10.38
2020-04-03,10.71
2020-04-06,11.22
2020-04-07,11.5
2020-04-08,11.55
2020-04-09,11.68
2020-04-10,11.5
2020-04-13,11.8
2020-04-14,11.82
2020-04-15,12.1
2020-04-16,11.95
2020-04-17,12.25
2020-04-20,12.3
2020-04-21,11.82
2020-04-22,11.91
2020-04-23,11.95
2020-04-24,12.05
2020-04-27,12.13
2020-04-28,11.94
2020-04-29,12
2020-05-04,11.9
2020-05-05,11.86
2020-05-06,12.18
2020-05-07,12.35
2020-05-08,12.7
2020-05-11,12.95
2020-05-12,13.1
2020-05-13,13.04
2020-05-14,12.95
2020-05-15,12.93
2020-05-18,13.07
2020-05-19,13.4
2020-05-20,13.45
2020-05-21,13.7
2020-05-22,13.42
2020-05-25,13.4
2020-05-26,13.58
2020-05-27,13.46
2020-05-28,13.43
2020-05-29,13.47
2020-06-01,13.69
2020-06-02,13.62
2020-06-03,13.63
2020-06-04,13.7
2020-06-05,13.75
2020-06-08,14
2020-06-09,13.96
2020-06-10,14.14
2020-06-11,13.65
2020-06-12,13.55
2020-06-15,13
2020-06-16,13.29
2020-06-17,13.4
2020-06-18,13.35
2020-06-19,13.5
2020-06-22,13.55
2020-06-23,13.54
2020-06-24,13.4
2020-06-25,13.34
2020-06-26,13.35
2020-06-29,12.82
2020-06-30,13.3
2020-07-01,13.3
2020-07-02,13.18
2020-07-03,13.29
2020-07-06,13.5
2020-07-07,13.48
2020-07-08,13.44
2020-07-09,13.7
2020-07-10,13.69
2020-07-13,13.5
2020-07-14,13.5
2020-07-15,13.7
2020-07-16,13.6
2020-07-17,13.6
2020-07-20,13.47
2020-07-21,13.5
2020-07-22,13.4
2020-07-23,13.28
2020-07-24,13
2020-07-27,12.25
2020-07-28,12.6
2020-07-29,12.38
2020-07-30,12.46
2020-07-31,12.4
2020-08-03,12.62
2020-08-04,12.9
2020-08-05,13.07
2020-08-06,13.44
2020-08-07,13.2
2020-08-10,13.29
2020-08-11,13.13
2020-08-12,13.3
2020-08-13,13.32
2020-08-14,13.3
2020-08-17,13.27
2020-08-18,13.28
2020-08-19,13.3
2020-08-20,13.25
2020-08-21,13.31
2020-08-24,13.58
2020-08-25,13.78
2020-08-26,13.68
2020-08-27,13.75
2020-08-28,13.85
2020-08-31,13.79
2020-09-01,13.98
2020-09-03,14.12
2020-09-04,14.09
2020-09-07,14
2020-09-08,13.97
2020-09-09,13.8
2020-09-10,13.83
2020-09-11,13.87
2020-09-14,13.95
2020-09-15,13.97
2020-09-16,14
2020-09-17,14
2020-09-18,14.2
2020-09-21,14.28
2020-09-22,14.3
2020-09-23,14.38
2020-09-24,14.3
2020-09-25,14.3
2020-09-28,14.49
2020-09-29,14.53
2020-09-30,14.52
2020-10-01,14.55
2020-10-02,14.5
2020-10-05,14.54
2020-10-06,14.61
2020-10-07,14.66
2020-10-08,14.6
2020-10-09,14.63
2020-10-12,14.7
2020-10-13,14.7
2020-10-14,14.95
2020-10-15,15.07
2020-10-16,15.1
2020-10-19,15.14
2020-10-20,15.3
2020-10-21,15.3
2020-10-22,15.45
2020-10-23,15.62
2020-10-26,15.74
2020-10-27,15.41
2020-10-28,14.8
2020-10-29,14.79
2020-10-30,14.9
2020-11-02,14.96
2020-11-03,15.18
2020-11-04,15.23
2020-11-05,15.2
2020-11-06,15.2
2020-11-09,15.33
2020-11-10,15.5
2020-11-11,15.36
2020-11-12,15.41
2020-11-13,15.7
2020-11-16,15.35
2020-11-17,15.52
2020-11-18,15.7
2020-11-19,15.82
2020-11-20,15.95
2020-11-23,15.95
2020-11-24,16.05
2020-11-25,16.18
2020-11-26,16.2
2020-11-27,16.24
2020-11-30,16.27
2020-12-01,16.32
2020-12-02,16.45
2020-12-03,16.65
2020-12-04,16.6
2020-12-07,16.67
2020-12-08,16.63
2020-12-09,16.92
2020-12-10,16.72
2020-12-11,16.92
2020-12-14,17.11
2020-12-15,17
2020-12-16,17.3
2020-12-17,17.1
2020-12-18,17.59
2020-12-21,17.7
2020-12-22,17.69
2020-12-23,17.6
2020-12-24,17.5
2020-12-25,17.8
2020-12-28,17.71
2020-12-29,17.79
2020-12-30,17.73
2020-12-31,18
2021-01-04,18.33
2021-01-05,18.51
2021-01-06,18.7
2021-01-07,18.98
2021-01-08,19.22
2021-01-11,18.92
2021-01-12,19.8
2021-01-13,19.59
2021-01-14,19.58
2021-01-15,19.8
2021-01-18,19.69
2021-01-19,18.7
2021-01-20,18.85
2021-01-21,18.9
2021-01-22,19.48
2021-01-25,19.36
2021-01-26,18.7
2021-01-27,18.35
2021-01-28,17.07
2021-01-29,17.5
2021-02-01,17.73
2021-02-02,17.5
2021-02-03,18.85
2021-02-04,18.75
2021-02-05,19.49
2021-02-08,18.69
2021-02-09,18.35
2021-02-17,19.58
2021-02-18,19.79
2021-02-19,19.89
2021-02-22,19.81
2021-02-23,19.9
2021-02-24,19.55
2021-02-25,19.72
2021-02-26,19.7
2021-03-01,20.03
2021-03-02,20.03
2021-03-03,20.06
2021-03-04,20.1
2021-03-05,19.74
2021-03-08,19.66
2021-03-09,19.65
2021-03-10,19.72
2021-03-11,20
2021-03-12,19.92
2021-03-15,20
2021-03-16,19.99
2021-03-17,19.98
2021-03-18,20.28
2021-03-19,20.2
2021-03-22,20.16
2021-03-23,19.95
2021-03-24,19.7
2021-03-25,19.6
2021-03-26,19.65
2021-03-29,19.89
2021-03-30,20
2021-03-31,20.1
2021-04-01,20.6
2021-04-02,20.84
2021-04-05,21.06
2021-04-06,21.04
2021-04-07,21.11
2021-04-08,20.9
2021-04-09,21
2021-04-12,21.47
2021-04-13,21.2
2021-04-14,21.11
2021-04-15,21.59
2021-04-16,21.5
2021-04-19,21.98
2021-04-20,22.38
2021-04-22,21.69
2021-04-23,22
2021-04-26,21.26
2021-04-27,21.46
2021-04-28,21.63
2021-04-29,22
2021-05-04,22.2
2021-05-05,22.5
2021-05-06,22.4
2021-05-07,22.5
2021-05-10,22.99
2021-05-11,23.23
2021-05-12,23.09
2021-05-13,23
2021-05-14,23
2021-05-17,23
2021-05-18,23.04
2021-05-19,23.21
2021-05-20,23.53
2021-05-21,23.84
2021-05-24,25.5
2021-05-25,24.2
2021-05-26,24.37
2021-05-27,24.36
2021-05-28,24.48
2021-05-31,24.69
2021-06-01,24.97
2021-06-02,24.59
2021-06-03,25.26
2021-06-04,25.24
2021-06-07,24.92
2021-06-08,24.46
2021-06-09,24.6
2021-06-10,24.5
2021-06-11,24.98
2021-06-14,25.1
2021-06-15,25.05
2021-06-16,24.78
2021-06-17,24.57
2021-06-18,24.9
2021-06-21,24.92
2021-06-22,25.11
2021-06-23,25.1
2021-06-24,24.9
2021-06-25,25.26
2021-06-28,25.6
2021-06-29,25.8
2021-06-30,25.84
2021-07-01,25.89
2021-07-02,26.16
2021-07-05,26
2021-07-06,25.6
2021-07-07,26
2021-07-08,25.68
2021-07-09,25.49
2021-07-12,24.75
2021-07-13,24.95
2021-07-14,24.11
2021-07-15,24.25
2021-07-16,24.5
2021-07-19,23.3
2021-07-20,23.98
2021-07-21,23.6
2021-07-22,24
2021-07-23,23.82
2021-07-26,23.53
2021-07-27,23.88
2021-07-28,23.8
2021-07-29,24.05
2021-07-30,24.03
2021-08-02,24.5
2021-08-03,24.61
2021-08-04,24.75
2021-08-05,24.73
2021-08-06,24.97
2021-08-09,25.2
2021-08-10,25.19
2021-08-11,25.1
2021-08-12,24.83
2021-08-13,24.9
