Date,Open,High,Low,Close,Adj Close,Volume
2016-09-27,291.500000,292.750000,288.500000,292.750000,292.750000,361327
2016-09-28,293.000000,297.500000,293.000000,297.000000,297.000000,384483
2016-09-29,297.500000,300.000000,295.500000,300.000000,300.000000,117190
2016-09-30,299.750000,300.000000,299.750000,298.625000,298.625000,61774
2016-10-03,300.000000,305.000000,299.312988,302.500000,302.500000,249854
2016-10-04,303.000000,311.500000,300.000000,311.500000,311.500000,630511
2016-10-05,310.750000,310.750000,306.750000,307.000000,307.000000,183165
2016-10-06,306.500000,310.250000,306.500000,307.750000,307.750000,50974
2016-10-07,308.000000,313.000000,308.000000,311.000000,311.000000,245242
2016-10-10,313.000000,313.000000,308.500000,309.625000,309.625000,125758
2016-10-11,308.000000,311.500000,308.000000,311.500000,311.500000,37219
2016-10-12,311.500000,313.250000,309.500000,310.000000,310.000000,169042
2016-10-13,313.500000,313.500000,311.703003,312.000000,312.000000,36692
2016-10-14,312.000000,313.500000,312.000000,313.500000,313.500000,146006
2016-10-17,313.500000,315.000000,311.115997,315.000000,315.000000,79881
2016-10-18,315.000000,316.000000,311.279999,316.000000,316.000000,58970
2016-10-19,316.750000,317.000000,312.750000,316.125000,316.125000,33258
2016-10-20,317.250000,317.250000,312.000000,313.750000,313.750000,93110
2016-10-21,310.000000,313.750000,310.000000,311.375000,311.375000,74637
2016-10-24,309.000000,313.000000,309.000000,312.000000,312.000000,10957
2016-10-25,312.500000,313.000000,308.250000,309.875000,309.875000,23132
2016-10-26,310.250000,310.250000,303.500000,303.875000,303.875000,75830
2016-10-27,303.750000,309.250000,303.750000,309.250000,309.250000,144164
2016-10-28,308.000000,308.000000,304.500000,307.250000,307.250000,53919
2016-10-31,307.000000,307.316010,304.500000,306.500000,306.500000,106474
2016-11-01,307.000000,310.000000,307.000000,308.125000,308.125000,292684
2016-11-02,309.000000,309.000000,305.363007,307.000000,307.000000,65076
2016-11-03,304.000000,307.000000,303.000000,303.500000,303.500000,737986
2016-11-04,306.000000,306.000000,303.000000,303.875000,303.875000,21424
2016-11-07,308.750000,308.750000,304.250000,306.000000,306.000000,11843
2016-11-08,307.000000,309.000000,304.000000,308.750000,308.750000,31913
2016-11-09,300.000000,309.000000,297.500000,306.000000,306.000000,36035
2016-11-10,311.750000,313.500000,308.500000,310.750000,310.750000,54664
2016-11-11,307.250000,310.000000,305.000000,307.500000,307.500000,470129
2016-11-14,308.750000,309.000000,305.000000,306.125000,306.125000,215171
2016-11-15,308.000000,308.500000,305.000000,306.000000,306.000000,501217
2016-11-16,307.000000,307.250000,303.250000,305.500000,305.500000,59195
2016-11-17,307.750000,307.750000,303.500000,303.500000,303.500000,138814
2016-11-18,308.250000,308.250000,303.250000,304.375000,304.375000,28950
2016-11-21,307.750000,307.750000,302.750000,302.750000,302.750000,8096
2016-11-22,301.500000,305.000000,301.500000,303.750000,303.750000,155922
2016-11-23,305.000000,305.000000,302.000000,302.875000,302.875000,31159
2016-11-24,303.750000,303.750000,300.000000,301.500000,301.500000,239984
2016-11-25,301.000000,301.000000,299.500000,300.500000,300.500000,103015
2016-11-28,299.750000,300.750000,297.000000,299.000000,299.000000,69112
2016-11-29,300.500000,300.750000,297.066010,300.000000,300.000000,64758
2016-11-30,298.500000,300.602997,297.500000,297.875000,297.875000,88423
2016-12-01,299.750000,299.750000,295.000000,295.000000,295.000000,27995
2016-12-02,294.250000,294.687988,293.000000,294.000000,294.000000,37031
2016-12-05,295.000000,295.000000,291.000000,293.000000,293.000000,236055
2016-12-06,290.000000,290.342010,283.000000,283.000000,283.000000,107292
2016-12-07,288.250000,288.250000,283.000000,285.500000,285.500000,80054
2016-12-08,285.000000,288.174988,285.000000,287.500000,287.500000,190385
2016-12-09,287.500000,288.437988,286.250000,287.125000,287.125000,485546
2016-12-12,284.500000,285.562988,284.500000,284.750000,284.750000,502534
2016-12-13,283.250000,284.375000,282.750000,282.750000,282.750000,27790
2016-12-14,283.250000,287.500000,283.000000,287.500000,287.500000,3654
2016-12-15,282.500000,285.752014,280.000000,280.000000,280.000000,65450
2016-12-16,282.000000,284.250000,279.250000,284.000000,284.000000,795700
2016-12-19,281.500000,283.483002,280.000000,282.750000,282.750000,10177
2016-12-20,282.500000,286.000000,282.500000,284.375000,284.375000,921375
2016-12-21,286.500000,289.000000,284.000000,288.000000,288.000000,50169
2016-12-22,284.250000,284.250000,276.000000,280.000000,280.000000,393575
2016-12-23,275.250000,275.750000,273.750000,275.750000,275.750000,199869
2016-12-28,275.750000,279.000000,275.750000,280.375000,280.375000,33003
2016-12-29,279.750000,288.750000,279.750000,288.750000,288.750000,28223
2016-12-30,290.000000,295.500000,290.000000,295.500000,295.500000,307525
2017-01-03,296.000000,299.920013,292.000000,297.000000,297.000000,111380
2017-01-04,298.000000,300.000000,294.000000,300.000000,300.000000,5805
2017-01-05,297.000000,299.000000,297.000000,297.500000,297.500000,7555
2017-01-06,296.500000,296.500000,296.000000,296.000000,296.000000,37132
2017-01-09,299.000000,299.000000,297.000000,299.000000,299.000000,2073
2017-01-10,298.000000,302.000000,292.000000,301.125000,301.125000,4570157
2017-01-11,309.250000,309.250000,302.000000,309.250000,309.250000,855147
2017-01-12,313.000000,313.000000,302.000000,309.125000,309.125000,14925
2017-01-13,313.250000,313.250000,310.000000,309.625000,309.625000,90572
2017-01-16,309.000000,309.316010,307.312988,307.750000,307.750000,13243
2017-01-17,310.000000,310.000000,306.250000,307.250000,307.250000,170047
2017-01-18,309.000000,309.000000,305.000000,306.000000,306.000000,30341
2017-01-19,307.000000,307.000000,302.000000,305.000000,305.000000,23843
2017-01-20,307.000000,307.000000,303.375000,303.000000,303.000000,12789
2017-01-23,304.000000,304.000000,302.625000,303.000000,303.000000,43559
2017-01-24,304.000000,304.750000,302.750000,303.750000,303.750000,307733
2017-01-25,306.750000,306.750000,303.000000,305.000000,305.000000,42700
2017-01-26,305.000000,305.000000,304.250000,305.000000,305.000000,5685
2017-01-27,305.000000,305.000000,302.750000,303.125000,303.125000,7900
2017-01-30,304.750000,304.750000,302.000000,303.000000,303.000000,128674
2017-01-31,305.000000,305.000000,303.000000,304.375000,304.375000,113446
2017-02-01,302.500000,307.750000,302.500000,306.125000,306.125000,42195
2017-02-02,308.250000,308.250000,305.500000,306.750000,306.750000,3010
2017-02-03,309.500000,309.500000,306.500000,309.000000,309.000000,2258
2017-02-06,307.000000,309.250000,307.000000,308.875000,308.875000,212454
2017-02-07,311.750000,312.250000,309.500000,311.375000,311.375000,1143776
2017-02-08,312.500000,313.000000,308.485992,312.250000,312.250000,14644
2017-02-09,313.000000,313.250000,308.500000,311.500000,311.500000,12111
2017-02-10,312.000000,313.000000,310.000000,312.000000,312.000000,78244
2017-02-13,313.000000,313.459991,309.750000,312.000000,312.000000,29817
2017-02-14,313.000000,313.250000,312.437988,312.625000,312.625000,35556
2017-02-15,314.000000,315.750000,313.079987,314.875000,314.875000,330279
2017-02-16,310.750000,315.074005,310.750000,313.750000,313.750000,1015
2017-02-17,316.000000,322.000000,316.000000,322.000000,322.000000,1274065
2017-02-20,323.250000,323.250000,320.000000,322.000000,322.000000,586998
2017-02-21,324.000000,324.000000,320.378998,323.500000,323.500000,266131
2017-02-22,323.500000,323.500000,320.250000,321.625000,321.625000,413607
2017-02-23,323.000000,323.500000,322.000000,322.750000,322.750000,273731
2017-02-24,324.500000,324.500000,323.000000,323.750000,323.750000,508860
2017-02-27,323.000000,326.434998,323.000000,324.500000,324.500000,294443
2017-02-28,324.000000,324.000000,321.000000,321.000000,321.000000,223414
2017-03-01,324.000000,324.000000,322.000000,324.000000,324.000000,6816
2017-03-02,325.750000,325.750000,320.000000,321.500000,321.500000,11485
2017-03-03,319.250000,326.500000,319.250000,324.250000,324.250000,14811
2017-03-06,327.000000,328.000000,321.250000,324.000000,324.000000,10973
2017-03-07,322.000000,325.437988,322.000000,325.250000,325.250000,4222
2017-03-08,325.000000,328.018005,324.725006,325.000000,325.000000,81296
2017-03-09,330.000000,330.000000,325.250000,328.500000,328.500000,111752
2017-03-10,327.250000,329.475006,327.250000,328.500000,328.500000,2796
2017-03-13,329.750000,330.000000,327.000000,328.500000,328.500000,9641
2017-03-14,327.750000,330.225006,327.750000,330.875000,330.875000,113543
2017-03-15,330.250000,332.000000,330.000000,332.000000,332.000000,26940
2017-03-16,330.000000,332.500000,330.000000,331.375000,331.375000,50123
2017-03-17,330.000000,332.000000,330.000000,331.250000,331.250000,432402
2017-03-20,332.500000,332.750000,332.488007,332.750000,332.750000,6668
2017-03-21,336.000000,336.000000,331.000000,332.000000,332.000000,103777
2017-03-22,331.000000,331.000000,321.750000,325.500000,325.500000,134175
2017-03-23,324.000000,328.000000,324.000000,328.000000,328.000000,221582
2017-03-24,325.500000,330.000000,325.500000,330.000000,330.000000,24360
2017-03-27,326.750000,329.750000,325.750000,329.750000,329.750000,6320
2017-03-28,329.750000,330.000000,325.250000,327.750000,327.750000,6268
2017-03-29,326.000000,331.358002,326.000000,330.000000,330.000000,65938
2017-03-30,330.000000,332.500000,327.250000,330.000000,330.000000,94956
2017-03-31,328.000000,330.000000,328.000000,330.000000,330.000000,62632
2017-04-03,330.000000,336.000000,330.000000,334.500000,334.500000,68505
2017-04-04,336.750000,337.000000,334.750000,336.750000,336.750000,100937
2017-04-05,333.000000,335.000000,333.000000,334.000000,334.000000,56335
2017-04-06,335.000000,336.000000,335.000000,335.500000,335.500000,50401
2017-04-07,334.000000,336.000000,334.000000,334.000000,334.000000,40304
2017-04-10,334.000000,336.194000,333.375000,334.500000,334.500000,60820
2017-04-11,334.000000,336.000000,333.000000,336.000000,336.000000,65292
2017-04-12,333.000000,335.000000,333.000000,335.000000,335.000000,11037
2017-04-13,332.500000,332.500000,332.000000,332.000000,332.000000,692
2017-04-18,332.000000,333.713013,325.000000,325.250000,325.250000,32866
2017-04-19,323.750000,323.750000,318.500000,320.000000,320.000000,148197
2017-04-20,323.000000,323.000000,318.000000,320.125000,320.125000,14608
2017-04-21,322.250000,322.803986,319.000000,319.750000,319.750000,16760
2017-04-24,320.000000,323.000000,320.000000,321.500000,321.500000,34079
2017-04-25,320.250000,321.750000,316.000000,319.000000,319.000000,106089
2017-04-26,320.500000,323.250000,319.000000,319.000000,319.000000,416170
2017-04-27,319.000000,322.500000,319.000000,322.500000,322.500000,38703
2017-04-28,322.500000,323.000000,320.437988,321.000000,321.000000,40278
2017-05-02,324.750000,324.750000,321.750000,323.000000,323.000000,53529
2017-05-03,323.750000,325.000000,322.250000,324.000000,324.000000,128568
2017-05-04,325.750000,325.750000,324.000000,324.000000,324.000000,13646
2017-05-05,323.000000,325.750000,323.000000,325.750000,325.750000,4347
2017-05-08,323.250000,325.000000,323.000000,324.000000,324.000000,15842
2017-05-09,323.500000,325.250000,323.500000,325.000000,325.000000,654395
2017-05-10,325.500000,330.062988,325.500000,330.000000,330.000000,154974
2017-05-11,327.000000,331.000000,326.500000,329.375000,329.375000,294868
2017-05-12,329.500000,330.000000,329.000000,329.750000,329.750000,170312
2017-05-15,331.000000,335.500000,330.250000,334.000000,334.000000,217328
2017-05-16,334.000000,340.000000,334.000000,338.000000,338.000000,123174
2017-05-17,337.250000,339.000000,337.000000,338.000000,338.000000,82696
2017-05-18,338.000000,338.000000,336.000000,336.875000,336.875000,17633
2017-05-19,338.000000,338.859985,338.000000,338.250000,338.250000,26574
2017-05-22,339.000000,345.859985,339.000000,342.750000,342.750000,114685
2017-05-23,342.750000,343.500000,341.000000,341.750000,341.750000,24232
2017-05-24,344.750000,345.000000,343.000000,344.000000,344.000000,38568
2017-05-25,344.750000,346.558014,344.750000,346.000000,346.000000,32856
2017-05-26,347.000000,348.812988,347.000000,347.250000,347.250000,27766
2017-05-30,347.750000,350.000000,346.500000,348.000000,348.000000,4942668
2017-05-31,346.250000,350.000000,346.250000,348.000000,348.000000,52964
2017-06-01,348.500000,351.000000,348.500000,350.000000,350.000000,117503
2017-06-02,350.000000,350.000000,348.000000,348.000000,348.000000,715987
2017-06-05,348.000000,350.973999,348.000000,349.000000,349.000000,21115
2017-06-06,350.500000,353.750000,350.500000,353.000000,353.000000,566706
2017-06-07,353.000000,357.250000,353.000000,355.750000,355.750000,58028
2017-06-08,356.000000,359.750000,355.750000,359.750000,359.750000,90962
2017-06-09,366.000000,368.000000,363.812988,364.125000,364.125000,141195
2017-06-12,364.250000,367.429993,364.000000,364.000000,364.000000,112329
2017-06-13,365.000000,366.020996,364.000000,365.000000,365.000000,756039
2017-06-14,366.000000,370.000000,366.000000,368.000000,368.000000,427996
2017-06-15,367.000000,369.750000,365.250000,369.000000,369.000000,482836
2017-06-16,369.750000,375.000000,368.000000,375.000000,375.000000,115522
2017-06-19,376.750000,382.000000,373.250000,380.000000,380.000000,109954
2017-06-20,380.250000,385.500000,377.250000,385.500000,385.500000,283456
2017-06-21,385.000000,384.079987,378.000000,378.000000,378.000000,40644
2017-06-22,379.750000,384.714996,379.437988,384.000000,384.000000,770719
2017-06-23,384.500000,385.500000,384.000000,385.500000,385.500000,85461
2017-06-26,382.250000,385.500000,382.000000,385.000000,385.000000,26772
2017-06-27,383.000000,383.000000,379.500000,381.410004,381.410004,7743
2017-06-28,377.500000,378.750000,376.000000,376.000000,376.000000,53480
2017-06-29,376.000000,380.750000,377.250000,380.000000,380.000000,16821
2017-06-30,381.000000,381.000000,378.000000,381.000000,381.000000,36413
2017-07-03,381.500000,381.500000,379.000000,381.000000,381.000000,23470
2017-07-04,380.000000,389.250000,380.000000,380.000000,380.000000,524934
2017-07-05,385.467987,385.467987,385.467987,385.467987,385.467987,473668
2017-07-06,387.250000,387.500000,384.750000,387.500000,387.500000,516182
2017-07-07,387.750000,387.750000,384.250000,385.375000,385.375000,14541
2017-07-10,381.750000,384.000000,380.250000,384.000000,384.000000,27000
2017-07-11,383.750000,383.750000,380.000000,380.000000,380.000000,36624
2017-07-12,383.000000,386.000000,382.250000,383.375000,383.375000,35076
2017-07-13,388.000000,388.000000,388.000000,388.000000,388.000000,307204
2017-07-14,390.500000,390.500000,388.250000,388.750000,388.750000,358254
2017-07-17,386.750000,389.750000,366.000000,387.000000,387.000000,3128378
2017-07-18,385.000000,385.000000,377.600006,381.000000,381.000000,151116
2017-07-19,381.700012,384.000000,380.100006,384.000000,384.000000,49499
2017-07-20,385.000000,385.000000,379.600006,381.000000,381.000000,47661
2017-07-21,381.200012,381.200012,370.500000,371.000000,371.000000,181500
2017-07-24,374.000000,374.000000,365.000000,371.000000,371.000000,624041
2017-07-25,372.000000,372.500000,367.100006,371.500000,371.500000,562144
2017-07-26,372.399994,374.799988,371.492004,374.100006,374.100006,576215
2017-07-27,374.899994,375.000000,372.700012,373.799988,373.799988,23378
2017-07-28,376.000000,379.000000,373.600006,378.000000,378.000000,465435
2017-07-31,377.200012,380.500000,377.200012,380.500000,380.500000,578793
2017-08-01,379.500000,380.299988,378.899994,380.000000,380.000000,19437
2017-08-02,376.000000,380.000000,375.500000,376.000000,376.000000,98437
2017-08-03,373.100006,380.200012,373.100006,375.000000,375.000000,54775
2017-08-04,380.500000,382.799988,378.100006,382.399994,382.399994,180787
2017-08-07,383.899994,386.799988,381.100006,386.799988,386.799988,91182
2017-08-08,385.000000,387.500000,381.600006,386.000000,386.000000,76119
2017-08-09,379.399994,383.200012,377.500000,381.000000,381.000000,113797
2017-08-10,383.799988,384.299988,379.100006,384.299988,384.299988,18443
2017-08-11,384.600006,384.899994,379.200012,384.500000,384.500000,44519
2017-08-14,380.600006,390.000000,380.600006,390.000000,390.000000,144027
2017-08-15,389.899994,389.899994,384.100006,385.000000,385.000000,13171
2017-08-16,389.899994,390.799988,387.200012,390.000000,390.000000,134557
2017-08-17,391.899994,391.899994,386.600006,386.600006,386.600006,24533
2017-08-18,386.100006,390.200012,384.100006,384.600006,384.600006,37332
2017-08-21,391.399994,391.399994,385.500000,387.000000,387.000000,23037
2017-08-22,384.600006,388.855011,384.600006,385.600006,385.600006,28315
2017-08-23,389.500000,390.000000,385.700012,385.700012,385.700012,33193
2017-08-24,387.100006,391.899994,387.100006,388.000000,388.000000,25340
2017-08-25,387.000000,392.000000,387.000000,390.549988,390.549988,158622
2017-08-29,390.000000,390.000000,387.100006,390.000000,390.000000,15456
2017-08-30,390.000000,394.899994,390.000000,391.500000,391.500000,53976
2017-08-31,391.200012,394.899994,391.200012,394.000000,394.000000,952936
2017-09-01,394.000000,394.000000,390.600006,394.000000,394.000000,11131
2017-09-04,394.000000,394.000000,391.700012,392.899994,392.899994,10270
2017-09-05,395.000000,395.000000,392.600006,394.899994,394.899994,80112
2017-09-06,389.000000,395.799988,389.000000,390.500000,390.500000,53338
2017-09-07,390.000000,393.000000,388.700012,393.000000,393.000000,45038
2017-09-08,389.899994,393.000000,389.500000,390.000000,390.000000,49861
2017-09-11,391.700012,391.747986,390.000000,390.200012,390.200012,34996
2017-09-12,393.000000,393.000000,387.500000,391.500000,391.500000,208038
2017-09-13,392.899994,393.000000,390.000000,390.000000,390.000000,59836
2017-09-14,392.000000,395.500000,392.000000,392.000000,392.000000,60843
2017-09-15,392.500000,394.000000,386.500000,390.000000,390.000000,130177
2017-09-18,387.799988,391.899994,385.899994,387.799988,387.799988,53488
2017-09-19,391.000000,391.899994,387.600006,391.799988,391.799988,425295
2017-09-20,386.000000,392.000000,386.000000,388.000000,388.000000,99863
2017-09-21,387.799988,391.299988,387.500000,391.299988,391.299988,1568324
2017-09-22,392.399994,392.399994,387.600006,391.799988,391.799988,439057
2017-09-25,389.100006,392.899994,389.100006,392.899994,392.899994,33879
2017-09-26,390.399994,392.834991,390.399994,392.200012,392.200012,19725
2017-09-27,393.000000,393.000000,390.000000,393.000000,393.000000,26073
2017-09-28,392.899994,392.899994,386.299988,390.500000,390.500000,25621
2017-09-29,390.399994,393.000000,390.000000,393.000000,393.000000,45680
2017-10-02,390.100006,393.000000,390.000000,391.000000,391.000000,61597
2017-10-03,390.899994,391.000000,387.000000,390.500000,390.500000,88886
2017-10-04,387.100006,391.000000,386.399994,390.500000,390.500000,38665
2017-10-05,392.000000,392.000000,387.500000,390.000000,390.000000,49894
2017-10-06,390.700012,394.179993,390.500000,391.500000,391.500000,190890
2017-10-09,392.000000,395.000000,391.000000,392.299988,392.299988,85982
2017-10-10,392.500000,395.899994,392.500000,395.600006,395.600006,36277
2017-10-11,395.899994,401.100006,395.000000,398.600006,398.600006,81714
2017-10-12,396.700012,400.600006,396.700012,398.899994,398.899994,65402
2017-10-13,401.000000,402.009003,397.000000,397.000000,397.000000,47202
2017-10-16,398.000000,402.399994,397.100006,399.000000,399.000000,20322
2017-10-17,403.000000,403.000000,397.000000,399.000000,399.000000,41179
2017-10-18,402.500000,402.500000,397.000000,399.000000,399.000000,54414
2017-10-19,395.100006,399.000000,395.000000,399.000000,399.000000,85659
2017-10-20,397.000000,402.000000,397.000000,400.700012,400.700012,89084
2017-10-23,402.000000,402.000000,397.000000,400.899994,400.899994,48667
2017-10-24,400.899994,400.899994,397.000000,400.000000,400.000000,80623
2017-10-25,401.899994,401.899994,398.700012,400.000000,400.000000,93171
2017-10-26,402.000000,402.000000,397.100006,400.200012,400.200012,68543
2017-10-27,401.899994,401.899994,401.000000,401.799988,401.799988,84911
2017-10-30,400.299988,401.799988,397.799988,399.899994,399.899994,197993
2017-10-31,401.500000,401.600006,391.000000,394.700012,394.700012,89303
2017-11-01,398.399994,400.500000,392.100006,398.000000,398.000000,111186
2017-11-02,394.100006,400.399994,394.100006,398.500000,398.500000,69265
2017-11-03,401.500000,401.600006,397.500000,400.600006,400.600006,83889
2017-11-06,396.100006,401.500000,396.100006,400.500000,400.500000,132018
2017-11-07,401.700012,401.700012,398.100006,401.000000,401.000000,79066
2017-11-08,401.700012,402.000000,398.899994,400.200012,400.200012,207343
2017-11-09,401.700012,401.799988,401.000000,401.000000,401.000000,143768
2017-11-10,401.799988,405.000000,400.000000,403.000000,403.000000,298490
2017-11-13,409.700012,413.399994,407.000000,413.000000,413.000000,63418
2017-11-14,413.500000,414.000000,408.500000,413.600006,413.600006,87316
2017-11-15,414.299988,417.500000,409.200012,416.000000,416.000000,160744
2017-11-16,417.899994,422.000000,417.899994,419.799988,419.799988,258133
2017-11-17,421.899994,421.899994,416.200012,421.000000,421.000000,88128
2017-11-20,425.500000,426.000000,422.500000,424.500000,424.500000,172401
2017-11-21,424.000000,425.500000,422.000000,425.000000,425.000000,596378
2017-11-22,433.000000,436.500000,425.000000,425.600006,425.600006,457240
2017-11-23,428.000000,430.500000,425.000000,426.500000,426.500000,338059
2017-11-24,425.200012,431.500000,425.200012,430.000000,430.000000,387764
2017-11-27,430.000000,431.000000,429.000000,429.000000,429.000000,66108
2017-11-28,432.000000,432.000000,426.000000,430.000000,430.000000,57563
2017-11-29,432.399994,432.399994,425.100006,431.500000,431.500000,42057
2017-11-30,427.000000,432.000000,427.000000,429.000000,429.000000,79189
2017-12-01,425.500000,431.899994,425.500000,428.000000,428.000000,22797
2017-12-04,431.899994,435.500000,429.500000,432.899994,432.899994,147859
2017-12-05,431.899994,432.500000,429.000000,432.500000,432.500000,317109
2017-12-06,431.299988,434.000000,427.899994,431.600006,431.600006,51930
2017-12-07,432.899994,432.899994,427.799988,427.799988,427.799988,228512
2017-12-08,425.200012,429.899994,425.000000,429.000000,429.000000,128132
2017-12-11,430.899994,431.000000,428.000000,429.000000,429.000000,63338
2017-12-12,428.000000,431.000000,423.000000,427.000000,427.000000,118193
2017-12-13,427.000000,428.700012,422.000000,428.000000,428.000000,181137
2017-12-14,428.000000,428.899994,422.500000,426.399994,426.399994,128807
2017-12-15,429.799988,429.799988,423.000000,427.000000,427.000000,246975
2017-12-18,429.799988,429.799988,426.100006,427.000000,427.000000,211181
2017-12-19,430.000000,431.600006,429.500000,430.000000,430.000000,268135
2017-12-20,432.899994,432.899994,426.100006,431.500000,431.500000,31432
2017-12-21,433.000000,433.000000,431.500000,431.500000,431.500000,1013915
2017-12-22,433.000000,433.000000,432.000000,433.000000,433.000000,11967
2017-12-27,435.000000,437.000000,434.000000,436.500000,436.500000,52255
2017-12-28,439.000000,441.500000,438.000000,441.500000,441.500000,703218
2017-12-29,441.500000,441.700012,437.500000,441.500000,441.500000,157462
2018-01-02,445.000000,447.000000,441.000000,443.000000,443.000000,187976
2018-01-03,448.000000,448.000000,446.000000,446.000000,446.000000,180427
2018-01-04,452.000000,455.000000,452.000000,455.000000,455.000000,244145
2018-01-05,456.000000,461.000000,454.000000,460.000000,460.000000,491298
2018-01-08,464.000000,479.000000,464.000000,477.000000,477.000000,1662719
2018-01-09,479.000000,480.000000,473.000000,474.000000,474.000000,187244
2018-01-10,478.000000,478.000000,473.000000,474.000000,474.000000,432465
2018-01-11,474.000000,477.000000,473.000000,474.000000,474.000000,131919
2018-01-12,475.000000,476.000000,470.000000,470.000000,470.000000,418599
2018-01-15,476.000000,476.000000,470.000000,470.000000,470.000000,107292
2018-01-16,476.000000,476.000000,466.000000,466.000000,466.000000,589410
2018-01-17,469.000000,469.000000,460.000000,463.000000,463.000000,142444
2018-01-18,470.000000,470.000000,464.000000,470.000000,470.000000,695310
2018-01-19,467.000000,476.000000,467.000000,474.000000,474.000000,265949
2018-01-22,480.000000,490.000000,480.000000,488.000000,488.000000,337598
2018-01-23,487.000000,496.000000,487.000000,494.000000,494.000000,1352199
2018-01-24,496.000000,496.000000,492.000000,492.000000,492.000000,576925
2018-01-25,500.000000,502.000000,493.000000,495.000000,495.000000,3115288
2018-01-26,500.000000,502.000000,492.000000,493.000000,493.000000,2282648
2018-01-29,495.000000,495.000000,488.000000,488.000000,488.000000,101419
