"Date","Price","Open","High","Low","Vol.","Change %"
"08/27/2020","23,174.0","23,175.0","23,182.5","23,172.5","0.01K","0.00%"
"08/26/2020","23,174.0","23,175.5","23,182.5","23,171.0","0.02K","0.02%"
"08/25/2020","23,170.0","23,178.0","23,183.5","23,171.0","0.02K","-0.03%"
"08/24/2020","23,177.0","23,187.5","23,187.5","23,174.5","0.02K","0.01%"
"08/21/2020","23,175.0","23,175.5","23,183.0","23,173.0","0.02K","0.00%"
"08/20/2020","23,174.0","23,175.5","23,182.5","23,172.5","0.02K","0.00%"
"08/19/2020","23,174.0","23,174.5","23,177.5","23,172.5","0.01K","0.00%"
"08/18/2020","23,174.0","23,174.5","23,182.5","23,172.5","0.01K","0.00%"
"08/17/2020","23,174.0","23,187.5","23,187.5","23,170.0","0.02K","0.00%"
"08/14/2020","23,174.0","23,176.0","23,184.0","23,172.5","0.01K","0.00%"
"08/13/2020","23,174.0","23,179.0","23,184.0","23,172.5","0.02K","0.00%"
"08/12/2020","23,175.0","23,174.5","23,183.0","23,172.5","0.01K","0.00%"
"08/11/2020","23,174.0","23,175.0","23,182.0","23,172.5","0.01K","0.02%"
"08/10/2020","23,170.0","23,175.0","23,200.0","23,172.5","0.02K","-0.01%"
"08/07/2020","23,173.0","23,180.0","23,182.5","23,172.5","0.02K","0.00%"
"08/06/2020","23,174.0","23,175.0","23,182.5","23,172.5","0.01K","0.00%"
"08/05/2020","23,175.0","23,174.5","23,182.5","23,172.5","0.01K","-0.01%"
"08/04/2020","23,176.5","23,174.5","23,183.0","23,172.5","0.02K","0.00%"
"08/03/2020","23,177.5","23,180.0","23,183.0","23,169.0","0.02K","-0.01%"
"07/31/2020","23,180.0","23,177.0","23,183.5","23,173.0","0.01K","0.01%"
"07/30/2020","23,177.5","23,175.0","23,183.0","23,173.0","0.02K","-0.01%"
"07/29/2020","23,180.0","23,180.0","23,184.5","23,173.5","0.02K","0.00%"
"07/28/2020","23,180.0","23,176.5","23,200.0","23,174.0","0.01K","-0.01%"
"07/27/2020","23,181.5","23,187.5","23,187.5","23,178.5","0.02K","0.01%"
"07/24/2020","23,180.0","23,180.0","23,186.5","23,173.0","0.01K","0.00%"
"07/23/2020","23,181.0","23,183.0","23,186.0","23,176.0","0.02K","-0.02%"
"07/22/2020","23,185.0","23,187.5","23,195.0","23,175.5","0.02K","0.02%"
"07/21/2020","23,181.5","23,183.0","23,190.0","23,176.0","0.02K","-0.03%"
